period,block,group,interval,ppi,group_id
4,1,CDA1,47,7.9,1
4,1,CDA1,48,7.9,1
4,1,CDA1,49,7.95,1
4,1,CDA1,50,7.95,1
4,1,CDA1,51,8.95,1
4,1,CDA1,52,8.95,1
4,1,CDA1,53,8.95,1
4,1,CDA1,54,8.95,1
4,1,CDA1,55,8.95,1
4,1,CDA1,56,9.0,1
4,1,CDA1,57,9.0,1
4,1,CDA1,58,1.0,1
4,1,CDA1,59,1.0,1
4,1,CDA1,60,1.0,1
5,2,CDA1,1,20.0,1
5,2,CDA1,2,20.0,1
5,2,CDA1,3,15.0,1
5,2,CDA1,4,2.0,1
5,2,CDA1,5,2.0,1
5,2,CDA1,6,1.0,1
5,2,CDA1,7,1.0,1
5,2,CDA1,8,2.0,1
5,2,CDA1,9,1.0,1
5,2,CDA1,10,1.0,1
5,2,CDA1,11,1.0,1
5,2,CDA1,12,1.0,1
5,2,CDA1,13,1.0,1
5,2,CDA1,14,2.0,1
5,2,CDA1,15,2.0,1
5,2,CDA1,16,2.0,1
5,2,CDA1,17,2.0,1
5,2,CDA1,18,2.0,1
5,2,CDA1,19,2.0,1
5,2,CDA1,20,2.0,1
5,2,CDA1,21,1.0,1
5,2,CDA1,22,1.0,1
5,2,CDA1,23,2.0,1
5,2,CDA1,24,6.0,1
5,2,CDA1,25,6.0,1
5,2,CDA1,26,6.0,1
5,2,CDA1,27,1.0,1
5,2,CDA1,28,1.0,1
5,2,CDA1,29,1.0,1
5,2,CDA1,30,1.0,1
5,2,CDA1,31,1.0,1
5,2,CDA1,32,1.0,1
5,2,CDA1,33,1.0,1
5,2,CDA1,34,1.0,1
5,2,CDA1,35,1.0,1
5,2,CDA1,36,1.0,1
5,2,CDA1,37,1.0,1
5,2,CDA1,38,1.0,1
5,2,CDA1,39,1.0,1
5,2,CDA1,40,1.0,1
5,2,CDA1,41,2.0,1
5,2,CDA1,42,2.0,1
5,2,CDA1,43,2.0,1
5,2,CDA1,44,3.0,1
5,2,CDA1,45,3.0,1
5,2,CDA1,46,3.0,1
5,2,CDA1,47,1.0,1
5,2,CDA1,48,1.0,1
5,2,CDA1,49,1.0,1
5,2,CDA1,50,1.0,1
5,2,CDA1,51,1.0,1
5,2,CDA1,52,1.0,1
5,2,CDA1,53,1.0,1
5,2,CDA1,54,3.0,1
5,2,CDA1,55,6.25,1
5,2,CDA1,56,6.25,1
5,2,CDA1,57,4.0,1
5,2,CDA1,58,14.0,1
5,2,CDA1,59,1.0,1
5,2,CDA1,60,1.0,1
6,2,CDA1,1,20.0,1
6,2,CDA1,2,20.0,1
6,2,CDA1,3,10.0,1
6,2,CDA1,4,10.0,1
6,2,CDA1,5,10.0,1
6,2,CDA1,6,1.0,1
6,2,CDA1,7,1.0,1
6,2,CDA1,8,12.0,1
6,2,CDA1,9,12.0,1
6,2,CDA1,10,12.0,1
6,2,CDA1,11,14.0,1
6,2,CDA1,12,14.0,1
6,2,CDA1,13,1.0,1
6,2,CDA1,14,1.0,1
6,2,CDA1,15,1.0,1
6,2,CDA1,16,1.0,1
6,2,CDA1,17,1.0,1
6,2,CDA1,18,3.0,1
6,2,CDA1,19,2.0,1
6,2,CDA1,20,2.0,1
6,2,CDA1,21,2.0,1
6,2,CDA1,22,1.0999999999999996,1
6,2,CDA1,23,1.0999999999999996,1
6,2,CDA1,24,1.0,1
6,2,CDA1,25,1.0,1
6,2,CDA1,26,1.0,1
6,2,CDA1,27,1.0,1
6,2,CDA1,28,3.0,1
6,2,CDA1,29,2.0,1
6,2,CDA1,30,2.0,1
6,2,CDA1,31,5.0,1
6,2,CDA1,32,5.0,1
6,2,CDA1,33,5.0,1
6,2,CDA1,34,2.0,1
6,2,CDA1,35,1.0,1
6,2,CDA1,36,1.0,1
6,2,CDA1,37,2.0,1
6,2,CDA1,38,1.0,1
6,2,CDA1,39,1.0,1
6,2,CDA1,40,1.0,1
6,2,CDA1,41,2.0,1
6,2,CDA1,42,6.0,1
6,2,CDA1,43,7.0,1
6,2,CDA1,44,8.0,1
6,2,CDA1,45,8.0,1
6,2,CDA1,46,3.0,1
6,2,CDA1,47,3.0,1
6,2,CDA1,48,3.0,1
6,2,CDA1,49,3.0,1
6,2,CDA1,50,3.0,1
6,2,CDA1,51,6.0,1
6,2,CDA1,52,3.0,1
6,2,CDA1,53,3.0,1
6,2,CDA1,54,4.95,1
6,2,CDA1,55,4.95,1
6,2,CDA1,56,4.95,1
6,2,CDA1,57,4.95,1
6,2,CDA1,58,5.0,1
6,2,CDA1,59,4.95,1
6,2,CDA1,60,5.0,1
7,2,CDA1,1,20.0,1
7,2,CDA1,2,20.0,1
7,2,CDA1,3,12.0,1
7,2,CDA1,4,12.0,1
7,2,CDA1,5,2.0,1
7,2,CDA1,6,1.0,1
7,2,CDA1,7,3.0,1
7,2,CDA1,8,1.0,1
7,2,CDA1,9,1.0,1
7,2,CDA1,10,1.0,1
7,2,CDA1,11,1.0,1
7,2,CDA1,12,1.0,1
7,2,CDA1,13,1.0,1
7,2,CDA1,14,1.0,1
7,2,CDA1,15,6.0,1
7,2,CDA1,16,6.0,1
7,2,CDA1,17,5.0,1
7,2,CDA1,18,1.0,1
7,2,CDA1,19,1.0,1
7,2,CDA1,20,1.0,1
7,2,CDA1,21,1.0,1
7,2,CDA1,22,1.0,1
7,2,CDA1,23,1.0,1
7,2,CDA1,24,1.0,1
7,2,CDA1,25,1.0,1
7,2,CDA1,26,1.0,1
7,2,CDA1,27,6.0,1
7,2,CDA1,28,6.0,1
7,2,CDA1,29,1.0,1
7,2,CDA1,30,1.0,1
7,2,CDA1,31,5.0,1
7,2,CDA1,32,5.0,1
7,2,CDA1,33,5.0,1
7,2,CDA1,34,2.0,1
7,2,CDA1,35,3.0,1
7,2,CDA1,36,3.0,1
7,2,CDA1,37,2.0,1
7,2,CDA1,38,4.0,1
7,2,CDA1,39,1.0,1
7,2,CDA1,40,2.0,1
7,2,CDA1,41,2.0,1
7,2,CDA1,42,1.0,1
7,2,CDA1,43,1.0,1
7,2,CDA1,44,5.0,1
7,2,CDA1,45,5.0,1
7,2,CDA1,46,6.0,1
7,2,CDA1,47,1.0,1
7,2,CDA1,48,1.0,1
7,2,CDA1,49,1.0,1
7,2,CDA1,50,4.95,1
7,2,CDA1,51,5.0,1
7,2,CDA1,52,5.0,1
7,2,CDA1,53,4.0,1
7,2,CDA1,54,4.0,1
7,2,CDA1,55,4.0,1
7,2,CDA1,56,1.0,1
7,2,CDA1,57,1.0,1
7,2,CDA1,58,1.0,1
7,2,CDA1,59,1.0,1
7,2,CDA1,60,6.0,1
8,2,CDA1,1,20.0,1
8,2,CDA1,2,20.0,1
8,2,CDA1,3,15.0,1
8,2,CDA1,4,12.0,1
8,2,CDA1,5,3.0,1
8,2,CDA1,6,3.0,1
8,2,CDA1,7,1.0,1
8,2,CDA1,8,1.0,1
8,2,CDA1,9,1.0,1
8,2,CDA1,10,1.0,1
8,2,CDA1,11,1.0,1
8,2,CDA1,12,2.0,1
8,2,CDA1,13,2.0,1
8,2,CDA1,14,3.0,1
8,2,CDA1,15,1.0,1
8,2,CDA1,16,1.0,1
8,2,CDA1,17,2.0,1
8,2,CDA1,18,1.0,1
8,2,CDA1,19,1.0,1
8,2,CDA1,20,1.0,1
8,2,CDA1,21,1.0,1
8,2,CDA1,22,6.0,1
8,2,CDA1,23,6.0,1
8,2,CDA1,24,6.0,1
8,2,CDA1,25,1.0,1
8,2,CDA1,26,1.0,1
8,2,CDA1,27,1.0,1
8,2,CDA1,28,1.0,1
8,2,CDA1,29,1.0,1
8,2,CDA1,30,1.0,1
8,2,CDA1,31,1.0,1
8,2,CDA1,32,1.0,1
8,2,CDA1,33,1.0,1
8,2,CDA1,34,1.0,1
8,2,CDA1,35,1.0,1
8,2,CDA1,36,1.0,1
8,2,CDA1,37,4.0,1
8,2,CDA1,38,4.0,1
8,2,CDA1,39,4.0,1
8,2,CDA1,40,1.0,1
8,2,CDA1,41,2.0,1
8,2,CDA1,42,2.0,1
8,2,CDA1,43,2.0,1
8,2,CDA1,44,1.0,1
8,2,CDA1,45,1.0,1
8,2,CDA1,46,1.0,1
8,2,CDA1,47,1.0,1
8,2,CDA1,48,1.0,1
8,2,CDA1,49,1.0,1
8,2,CDA1,50,2.0,1
8,2,CDA1,51,2.0,1
8,2,CDA1,52,2.0,1
8,2,CDA1,53,1.2000000000000002,1
8,2,CDA1,54,2.0,1
8,2,CDA1,55,2.0,1
8,2,CDA1,56,2.0,1
8,2,CDA1,57,2.0,1
8,2,CDA1,58,1.0,1
8,2,CDA1,59,1.0,1
8,2,CDA1,60,1.0,1
9,3,CDA1,1,20.0,1
9,3,CDA1,2,20.0,1
9,3,CDA1,3,14.0,1
9,3,CDA1,4,1.0,1
9,3,CDA1,5,1.0,1
9,3,CDA1,6,3.0,1
9,3,CDA1,7,3.0,1
9,3,CDA1,8,2.0,1
9,3,CDA1,9,6.0,1
9,3,CDA1,10,5.0,1
9,3,CDA1,11,5.0,1
9,3,CDA1,12,4.0,1
9,3,CDA1,13,4.0,1
9,3,CDA1,14,13.5,1
9,3,CDA1,15,2.0,1
9,3,CDA1,16,2.0,1
9,3,CDA1,17,2.0,1
9,3,CDA1,18,2.0,1
9,3,CDA1,19,2.0,1
9,3,CDA1,20,2.0,1
9,3,CDA1,21,2.0,1
9,3,CDA1,22,2.0,1
9,3,CDA1,23,2.0,1
9,3,CDA1,24,2.0,1
9,3,CDA1,25,2.0,1
9,3,CDA1,26,2.0,1
9,3,CDA1,27,2.0,1
9,3,CDA1,28,7.0,1
9,3,CDA1,29,7.0,1
9,3,CDA1,30,7.0,1
9,3,CDA1,31,1.0,1
9,3,CDA1,32,1.0,1
9,3,CDA1,33,5.0,1
9,3,CDA1,34,5.0,1
9,3,CDA1,35,5.0,1
9,3,CDA1,36,6.0,1
9,3,CDA1,37,6.0,1
9,3,CDA1,38,6.0,1
9,3,CDA1,39,6.0,1
9,3,CDA1,40,6.0,1
9,3,CDA1,41,6.0,1
9,3,CDA1,42,6.0,1
9,3,CDA1,43,1.0,1
9,3,CDA1,44,1.0,1
9,3,CDA1,45,1.0,1
9,3,CDA1,46,6.0,1
9,3,CDA1,47,5.0,1
9,3,CDA1,48,5.0,1
9,3,CDA1,49,5.0,1
9,3,CDA1,50,5.0,1
9,3,CDA1,51,2.0,1
9,3,CDA1,52,2.0,1
9,3,CDA1,53,2.0,1
9,3,CDA1,54,2.0,1
9,3,CDA1,55,2.0,1
9,3,CDA1,56,2.0,1
9,3,CDA1,57,2.0,1
9,3,CDA1,58,1.0,1
9,3,CDA1,59,1.0,1
9,3,CDA1,60,1.0,1
10,3,CDA1,1,20.0,1
10,3,CDA1,2,20.0,1
10,3,CDA1,3,3.0,1
10,3,CDA1,4,5.0,1
10,3,CDA1,5,2.0,1
10,3,CDA1,6,2.0,1
10,3,CDA1,7,2.0,1
10,3,CDA1,8,5.0,1
10,3,CDA1,9,16.0,1
10,3,CDA1,10,2.0,1
10,3,CDA1,11,2.0,1
10,3,CDA1,12,2.0,1
10,3,CDA1,13,2.0,1
10,3,CDA1,14,2.0,1
10,3,CDA1,15,6.0,1
10,3,CDA1,16,6.0,1
10,3,CDA1,17,6.0,1
10,3,CDA1,18,3.0,1
10,3,CDA1,19,2.0,1
10,3,CDA1,20,2.0,1
10,3,CDA1,21,3.0,1
10,3,CDA1,22,6.0,1
10,3,CDA1,23,5.0,1
10,3,CDA1,24,5.0,1
10,3,CDA1,25,5.0,1
10,3,CDA1,26,5.0,1
10,3,CDA1,27,5.0,1
10,3,CDA1,28,9.0,1
10,3,CDA1,29,9.0,1
10,3,CDA1,30,9.0,1
10,3,CDA1,31,9.0,1
10,3,CDA1,32,9.0,1
10,3,CDA1,33,9.0,1
10,3,CDA1,34,6.0,1
10,3,CDA1,35,6.0,1
10,3,CDA1,36,6.0,1
10,3,CDA1,37,6.0,1
10,3,CDA1,38,6.0,1
10,3,CDA1,39,1.0,1
10,3,CDA1,40,1.0,1
10,3,CDA1,41,1.0,1
10,3,CDA1,42,1.0,1
10,3,CDA1,43,1.0,1
10,3,CDA1,44,3.0,1
10,3,CDA1,45,3.0,1
10,3,CDA1,46,1.0,1
10,3,CDA1,47,1.0,1
10,3,CDA1,48,1.0,1
10,3,CDA1,49,1.0,1
10,3,CDA1,50,4.05,1
10,3,CDA1,51,4.05,1
10,3,CDA1,52,6.0,1
10,3,CDA1,53,6.0,1
10,3,CDA1,54,6.0,1
10,3,CDA1,55,6.0,1
10,3,CDA1,56,1.0,1
10,3,CDA1,57,1.0,1
10,3,CDA1,58,1.0,1
10,3,CDA1,59,1.0,1
10,3,CDA1,60,1.0,1
11,3,CDA1,1,20.0,1
11,3,CDA1,2,19.0,1
11,3,CDA1,3,8.0,1
11,3,CDA1,4,3.0,1
11,3,CDA1,5,3.0,1
11,3,CDA1,6,3.0,1
11,3,CDA1,7,7.0,1
11,3,CDA1,8,8.0,1
11,3,CDA1,9,6.0,1
11,3,CDA1,10,2.0,1
11,3,CDA1,11,4.0,1
11,3,CDA1,12,4.0,1
11,3,CDA1,13,4.0,1
11,3,CDA1,14,4.0,1
11,3,CDA1,15,2.0,1
11,3,CDA1,16,6.0,1
11,3,CDA1,17,1.0,1
11,3,CDA1,18,1.0,1
11,3,CDA1,19,1.0,1
11,3,CDA1,20,1.0,1
11,3,CDA1,21,1.0,1
11,3,CDA1,22,1.0,1
11,3,CDA1,23,1.0,1
11,3,CDA1,24,1.0,1
11,3,CDA1,25,1.0,1
11,3,CDA1,26,1.0,1
11,3,CDA1,27,1.0,1
11,3,CDA1,28,1.0,1
11,3,CDA1,29,1.0,1
11,3,CDA1,30,1.0,1
11,3,CDA1,31,1.0,1
11,3,CDA1,32,1.0,1
11,3,CDA1,33,5.0,1
11,3,CDA1,34,5.0,1
11,3,CDA1,35,5.0,1
11,3,CDA1,36,5.0,1
11,3,CDA1,37,5.0,1
11,3,CDA1,38,5.0,1
11,3,CDA1,39,2.0,1
11,3,CDA1,40,1.0,1
11,3,CDA1,41,1.0,1
11,3,CDA1,42,5.0,1
11,3,CDA1,43,5.0,1
11,3,CDA1,44,5.0,1
11,3,CDA1,45,5.0,1
11,3,CDA1,46,5.0,1
11,3,CDA1,47,5.0,1
11,3,CDA1,48,5.0,1
11,3,CDA1,49,5.0,1
11,3,CDA1,50,5.0,1
11,3,CDA1,51,5.0,1
11,3,CDA1,52,5.0,1
11,3,CDA1,53,5.0,1
11,3,CDA1,54,5.0,1
11,3,CDA1,55,5.0,1
11,3,CDA1,56,5.0,1
11,3,CDA1,57,5.0,1
11,3,CDA1,58,5.0,1
11,3,CDA1,59,5.0,1
11,3,CDA1,60,4.0,1
12,3,CDA1,1,20.0,1
12,3,CDA1,2,16.0,1
12,3,CDA1,3,3.0,1
12,3,CDA1,4,4.0,1
12,3,CDA1,5,9.0,1
12,3,CDA1,6,6.0,1
12,3,CDA1,7,6.0,1
12,3,CDA1,8,1.0,1
12,3,CDA1,9,5.0,1
12,3,CDA1,10,5.0,1
12,3,CDA1,11,5.0,1
12,3,CDA1,12,5.0,1
12,3,CDA1,13,5.0,1
12,3,CDA1,14,5.0,1
12,3,CDA1,15,5.0,1
12,3,CDA1,16,6.0,1
12,3,CDA1,17,6.0,1
12,3,CDA1,18,6.0,1
12,3,CDA1,19,6.0,1
12,3,CDA1,20,6.0,1
12,3,CDA1,21,6.0,1
12,3,CDA1,22,6.0,1
12,3,CDA1,23,6.0,1
12,3,CDA1,24,5.0,1
12,3,CDA1,25,6.0,1
12,3,CDA1,26,6.0,1
12,3,CDA1,27,6.0,1
12,3,CDA1,28,6.0,1
12,3,CDA1,29,6.0,1
12,3,CDA1,30,2.0,1
12,3,CDA1,31,2.0,1
12,3,CDA1,32,5.0,1
12,3,CDA1,33,5.0,1
12,3,CDA1,34,5.0,1
12,3,CDA1,35,5.0,1
12,3,CDA1,36,5.0,1
12,3,CDA1,37,5.0,1
12,3,CDA1,38,6.0,1
12,3,CDA1,39,6.0,1
12,3,CDA1,40,6.0,1
12,3,CDA1,41,6.0,1
12,3,CDA1,42,1.0,1
12,3,CDA1,43,4.0,1
12,3,CDA1,44,5.0,1
12,3,CDA1,45,5.0,1
12,3,CDA1,46,5.0,1
12,3,CDA1,47,5.0,1
12,3,CDA1,48,5.0,1
12,3,CDA1,49,5.0,1
12,3,CDA1,50,5.0,1
12,3,CDA1,51,5.0,1
12,3,CDA1,52,5.0,1
12,3,CDA1,53,4.0,1
12,3,CDA1,54,5.0,1
12,3,CDA1,55,5.0,1
12,3,CDA1,56,5.0,1
12,3,CDA1,57,4.0,1
12,3,CDA1,58,4.0,1
12,3,CDA1,59,4.0,1
12,3,CDA1,60,4.0,1
13,4,CDA1,1,20.0,1
13,4,CDA1,2,20.0,1
13,4,CDA1,3,4.0,1
13,4,CDA1,4,5.0,1
13,4,CDA1,5,3.0,1
13,4,CDA1,6,4.0,1
13,4,CDA1,7,5.0,1
13,4,CDA1,8,5.0,1
13,4,CDA1,9,17.0,1
13,4,CDA1,10,1.0,1
13,4,CDA1,11,4.0,1
13,4,CDA1,12,4.0,1
13,4,CDA1,13,3.0,1
13,4,CDA1,14,3.0,1
13,4,CDA1,15,6.0,1
13,4,CDA1,16,6.0,1
13,4,CDA1,17,5.95,1
13,4,CDA1,18,5.95,1
13,4,CDA1,19,5.95,1
13,4,CDA1,20,5.95,1
13,4,CDA1,21,6.0,1
13,4,CDA1,22,6.0,1
13,4,CDA1,23,6.0,1
13,4,CDA1,24,4.0,1
13,4,CDA1,25,7.0,1
13,4,CDA1,26,7.0,1
13,4,CDA1,27,7.0,1
13,4,CDA1,28,7.0,1
13,4,CDA1,29,4.0,1
13,4,CDA1,30,2.0,1
13,4,CDA1,31,2.0,1
13,4,CDA1,32,2.0,1
13,4,CDA1,33,1.0,1
13,4,CDA1,34,1.0,1
13,4,CDA1,35,1.0,1
13,4,CDA1,36,1.0,1
13,4,CDA1,37,1.0,1
13,4,CDA1,38,1.0,1
13,4,CDA1,39,2.0,1
13,4,CDA1,40,6.0,1
13,4,CDA1,41,5.0,1
13,4,CDA1,42,5.0,1
13,4,CDA1,43,4.0,1
13,4,CDA1,44,4.0,1
13,4,CDA1,45,4.0,1
13,4,CDA1,46,4.0,1
13,4,CDA1,47,3.95,1
13,4,CDA1,48,4.95,1
13,4,CDA1,49,1.0,1
13,4,CDA1,50,1.0,1
13,4,CDA1,51,1.0,1
13,4,CDA1,52,1.0,1
13,4,CDA1,53,1.0,1
13,4,CDA1,54,2.0,1
13,4,CDA1,55,5.95,1
13,4,CDA1,56,5.95,1
13,4,CDA1,57,5.95,1
13,4,CDA1,58,5.95,1
13,4,CDA1,59,5.95,1
13,4,CDA1,60,6.0,1
14,4,CDA1,1,20.0,1
14,4,CDA1,2,20.0,1
14,4,CDA1,3,19.0,1
14,4,CDA1,4,8.0,1
14,4,CDA1,5,3.0,1
14,4,CDA1,6,3.0,1
14,4,CDA1,7,4.0,1
14,4,CDA1,8,6.0,1
14,4,CDA1,9,5.0,1
14,4,CDA1,10,4.0,1
14,4,CDA1,11,4.0,1
14,4,CDA1,12,1.0,1
14,4,CDA1,13,2.0,1
14,4,CDA1,14,2.0,1
14,4,CDA1,15,2.0,1
14,4,CDA1,16,7.0,1
14,4,CDA1,17,7.0,1
14,4,CDA1,18,6.0,1
14,4,CDA1,19,6.0,1
14,4,CDA1,20,6.0,1
14,4,CDA1,21,6.0,1
14,4,CDA1,22,6.0,1
14,4,CDA1,23,5.25,1
14,4,CDA1,24,5.25,1
14,4,CDA1,25,1.5,1
14,4,CDA1,26,5.5,1
14,4,CDA1,27,5.5,1
14,4,CDA1,28,5.0,1
14,4,CDA1,29,5.0,1
14,4,CDA1,30,5.0,1
14,4,CDA1,31,5.0,1
14,4,CDA1,32,5.0,1
14,4,CDA1,33,4.0,1
14,4,CDA1,34,3.0,1
14,4,CDA1,35,3.0,1
14,4,CDA1,36,5.0,1
14,4,CDA1,37,5.0,1
14,4,CDA1,38,5.0,1
