group,period,price_deviation,realized_surplus,traded_volume,filled_contract,block,format,ce_quantity,filled_ce_quantity,block_1,block_2,block_3,block_4,block_5,group_id_x,format_num,realized_surplus_percent,filled_contract_percent,change_log_wprice,change_log_price,Traded/CE Quantity,gross_profits,gross_norm_diff,total_ce_profit,overall_order_num,overall_order_price_low,overall_order_price_high,overall_order_quantity,overall_order_rate,overall_order_price_low_initial,overall_order_price_high_initial,overall_order_quantity_initial,overall_order_rate_initial,max_quantity/rate_orders_buy,max_quantity/rate_orders_sell,%no_trans,max_quantity/rate_orders,buyer_profit,buyer_ce_profit,buyer_order_num,buyer_order_price_low,buyer_order_price_high,buyer_order_quantity,buyer_order_rate,buyer_order_price_low_initial,buyer_order_price_high_initial,buyer_order_quantity_initial,buyer_order_rate_initial,seller_profit,seller_ce_profit,seller_order_num,seller_order_price_low,seller_order_price_high,seller_order_quantity,seller_order_rate,seller_order_price_low_initial,seller_order_price_high_initial,seller_order_quantity_initial,seller_order_rate_initial,%max_quantity/rate_orders_buy,%max_quantity/rate_orders_sell,%max_quantity/rate_orders,group_id_y,seller_realized_surplus,buyer_realized_surplus,order_size,gross_diff
CDA1,13,0.7510416666666666,0.8933,960.0,0.8,4,CDA,1200,0.8,False,False,False,True,False,1,0,89.33,80.0,0.24985719566867443,0.11209521389476179,0.8,9558.0,-0.07601674641148326,10700.0,36.0,5.526923076923077,5.526923076923077,82.11538461538461,0.0,5.375,5.375,128.125,,0.0,4.0,,4.0,7742.0,8800.0,10,3.4,3.4,77.0,0.0,3.0,3.0,112.0,,1816.0,1900.0,26,7.653846153846154,7.653846153846154,87.23076923076923,0.0,7.75,7.75,144.25,,0.0,0.15384615384615385,0.07692307692307693,1,0.9557894736842105,0.8797727272727273,53.333333333333336,-974.0
CDA1,14,0.11909090909090914,0.8943,1100.0,0.8167,4,CDA,1200,0.9166666666666666,False,False,False,True,False,1,0,89.42999999999999,81.67,0.11293851762643738,0.10995971975842567,0.9166666666666666,9569.0,0.34696172248803825,10700.0,27.0,4.571428571428571,4.571428571428571,113.675,0.0,4.125,4.125,158.375,,0.0,1.0,,1.0,8412.0,8800.0,7,3.142857142857143,3.142857142857143,134.0,0.0,2.5,2.5,169.5,,1157.0,1900.0,20,6.0,6.0,93.35,0.0,5.75,5.75,147.25,,0.0,0.05,0.025,1,0.6089473684210527,0.9559090909090909,81.48148148148148,355.0
CDA1,15,0.8276515151515156,0.8697,1056.0,0.8308,4,CDA,1200,0.88,False,False,False,True,False,1,0,86.97,83.08,0.1854606009328335,0.0731974543599355,0.88,9306.0,-0.07585526315789481,10700.0,39.0,6.316558441558442,6.316558441558442,101.28246753246754,0.0,7.533333333333333,7.533333333333333,114.96666666666667,,0.0,3.0,,3.0,7535.0,8800.0,11,5.454545454545454,5.454545454545454,128.63636363636363,0.0,5.666666666666667,5.666666666666667,120.33333333333333,,1771.0,1900.0,28,7.178571428571429,7.178571428571429,73.92857142857143,0.0,9.4,9.4,109.6,,0.0,0.10714285714285714,0.05357142857142857,1,0.9321052631578948,0.85625,54.15384615384615,-1136.0
CDA1,16,0.31790744466800813,0.8801,994.0,0.8283,4,CDA,1200,0.8283333333333334,False,False,False,True,False,1,0,88.01,82.83,0.06839078161353211,0.03543135708831446,0.8283333333333334,9417.0,0.5434330143540669,10700.0,31.0,4.869047619047619,4.869047619047619,98.63571428571429,0.0,4.055555555555555,4.055555555555555,108.38888888888889,,1.0,3.0,,4.0,8594.0,8800.0,10,3.5,3.5,114.7,0.0,2.3333333333333335,2.3333333333333335,118.66666666666667,,823.0,1900.0,21,6.238095238095238,6.238095238095238,82.57142857142857,0.0,5.777777777777778,5.777777777777778,98.11111111111111,,0.1,0.14285714285714285,0.12142857142857143,1,0.43315789473684213,0.9765909090909091,64.12903225806451,871.0
CDA1,17,5.041109969167524,0.8228,973.0,0.85,5,CDA,1100,0.8845454545454545,False,False,False,False,True,1,0,82.28,85.0,0.2540985970907784,0.15204439670486,0.8845454545454545,9627.0,2.5188709677419356,11700.0,38.0,8.393846153846154,8.393846153846154,86.36307692307692,0.0,10.214285714285715,10.214285714285715,114.51785714285714,,1.0,3.0,,4.0,6780.0,2400.0,13,7.3076923076923075,7.3076923076923075,97.84615384615384,0.0,11.0,11.0,123.75,,2847.0,9300.0,25,9.48,9.48,74.88,0.0,9.428571428571429,9.428571428571429,105.28571428571429,,0.07692307692307693,0.12,0.09846153846153846,1,0.30612903225806454,2.825,51.21052631578947,10833.0
CDA1,18,5.358190709046454,0.785,818.0,0.7436,5,CDA,1100,0.7436363636363637,False,False,False,False,True,1,0,78.5,74.36,0.112005277138976,0.08471114692759373,0.7436363636363637,9184.0,2.1675940860215053,11700.0,34.0,9.185714285714287,9.185714285714287,102.58928571428572,0.0,8.107142857142858,8.107142857142858,100.89285714285714,,0.0,4.0,,4.0,6019.0,2400.0,14,7.071428571428571,7.071428571428571,111.42857142857143,0.0,5.5,5.5,95.5,,3165.0,9300.0,20,11.3,11.3,93.75,0.0,10.714285714285714,10.714285714285714,106.28571428571429,,0.0,0.2,0.1,1,0.3403225806451613,2.5079166666666666,48.11764705882353,9754.0
CDA1,19,4.93175355450237,0.9226,1055.0,0.9591,5,CDA,1100,0.9590909090909091,False,False,False,False,True,1,0,92.25999999999999,95.91,0.10528244944540148,0.06185498555159926,0.9590909090909091,10795.0,2.450416666666667,11700.0,26.0,9.396969696969697,9.396969696969697,101.97878787878787,0.0,9.15,9.15,128.75,,0.0,3.0,,3.0,6889.0,2400.0,11,7.7272727272727275,7.7272727272727275,102.0909090909091,0.0,7.5,7.5,113.5,,3906.0,9300.0,15,11.066666666666666,11.066666666666666,101.86666666666666,0.0,10.8,10.8,144.0,,0.0,0.2,0.1,1,0.42,2.870416666666667,81.15384615384616,9883.0
CDA1,20,5.637681159420289,0.8128,828.0,0.7527,5,CDA,1100,0.7527272727272727,False,False,False,False,True,1,0,81.28,75.27000000000001,0.02455946066575442,0.010797153176162727,0.7527272727272727,9510.0,2.0109274193548385,11700.0,35.0,9.064144736842106,9.064144736842106,119.52960526315789,0.0,9.380952380952381,9.380952380952381,134.02380952380952,,0.0,6.0,,6.0,5787.0,2400.0,19,7.315789473684211,7.315789473684211,110.6842105263158,0.0,7.333333333333333,7.333333333333333,129.33333333333334,,3723.0,9300.0,16,10.8125,10.8125,128.375,0.0,11.428571428571429,11.428571428571429,138.71428571428572,,0.0,0.375,0.1875,1,0.4003225806451613,2.41125,47.31428571428572,8964.0
CDA2,1,5.5016694490818026,0.8302,1198.0,1.0891,1,CDA,1100,1.089090909090909,True,False,False,False,False,2,0,83.02000000000001,108.91,0.09863040633162212,0.06639384518121,1.089090909090909,9713.0,3.1978897849462364,11700.0,22.0,9.572649572649572,9.572649572649572,128.60256410256412,0.0,9.833333333333332,9.833333333333332,136.41666666666669,,3.0,3.0,,6.0,8093.0,2400.0,9,6.222222222222222,6.222222222222222,116.66666666666667,0.0,9.666666666666666,9.666666666666666,133.33333333333334,,1620.0,9300.0,13,12.923076923076923,12.923076923076923,140.53846153846155,0.0,10.0,10.0,139.5,,0.3333333333333333,0.23076923076923078,0.28205128205128205,2,0.17419354838709677,3.3720833333333333,108.9090909090909,13373.0
CDA2,2,5.120109190172885,0.8616,1099.0,0.9255,1,CDA,1100,0.9990909090909091,True,False,False,False,False,2,0,86.16,92.55,0.18602716047975082,0.09173987534195718,0.9990909090909091,10081.0,2.6702956989247313,11700.0,35.0,10.234265734265733,10.234265734265733,125.26048951048952,0.0,10.166666666666668,10.166666666666668,155.25,,7.0,5.0,,12.0,7162.0,2400.0,13,6.923076923076923,6.923076923076923,139.3846153846154,0.0,7.0,7.0,150.5,,2919.0,9300.0,22,13.545454545454545,13.545454545454545,111.13636363636364,0.0,13.333333333333334,13.333333333333334,160.0,,0.5384615384615384,0.22727272727272727,0.38286713286713286,2,0.31387096774193546,2.984166666666667,62.8,11143.0
CDA2,3,4.431356620633631,0.905,1231.0,1.1191,1,CDA,1100,1.1190909090909091,True,False,False,False,False,2,0,90.5,111.91,0.16684438149980735,0.0853739412575291,1.1190909090909091,10589.0,2.8814381720430107,11700.0,23.0,10.808333333333334,10.808333333333334,126.0125,0.0,10.208333333333334,10.208333333333334,132.75,,3.0,3.0,,6.0,7669.0,2400.0,8,8.75,8.75,149.625,0.0,7.666666666666667,7.666666666666667,160.0,,2920.0,9300.0,15,12.866666666666667,12.866666666666667,102.4,0.0,12.75,12.75,105.5,,0.375,0.2,0.2875,2,0.3139784946236559,3.1954166666666666,107.04347826086956,11649.0
CDA2,4,4.0476190476190474,0.9758,1281.0,1.1645,1,CDA,1100,1.1645454545454546,True,False,False,False,False,2,0,97.58,116.45,0.1018962985074401,0.05652315729202821,1.1645454545454546,11417.0,2.745228494623656,11700.0,34.0,10.3,10.3,114.99642857142857,0.0,9.791666666666668,9.791666666666668,164.5,,4.0,5.0,,9.0,7579.0,2400.0,14,8.0,8.0,110.14285714285714,0.0,8.333333333333334,8.333333333333334,200.0,,3838.0,9300.0,20,12.6,12.6,119.85,0.0,11.25,11.25,129.0,,0.2857142857142857,0.25,0.26785714285714285,2,0.4126881720430107,3.1579166666666665,75.3529411764706,10641.0
CDA2,5,0.6925182481751824,0.6965,1096.0,0.89,2,CDA,1200,0.9133333333333333,False,True,False,False,False,2,0,69.65,89.0,0.2970410204282916,0.17863273480325387,0.9133333333333333,7453.0,-0.7363098086124401,10700.0,33.0,7.181818181818182,7.181818181818182,117.38636363636363,0.0,7.0,7.0,200.0,,6.0,7.0,,13.0,4979.0,8800.0,11,4.090909090909091,4.090909090909091,135.9090909090909,0.0,3.5,3.5,200.0,,2474.0,1900.0,22,10.272727272727273,10.272727272727273,98.86363636363636,0.0,10.5,10.5,200.0,,0.5454545454545454,0.3181818181818182,0.43181818181818177,2,1.3021052631578947,0.5657954545454545,66.42424242424242,-4395.0
CDA2,6,2.7439999999999998,0.9523,1000.0,0.8333,2,CDA,1200,0.8333333333333334,False,True,False,False,False,2,0,95.23,83.33,0.19163010888656182,0.12020284503108042,0.8333333333333334,10190.0,-0.8329366028708134,10700.0,29.0,7.913043478260869,7.913043478260869,128.0144927536232,0.0,6.916666666666667,6.916666666666667,175.5,,3.0,8.0,,11.0,7079.0,8800.0,6,6.0,6.0,145.33333333333334,0.0,3.3333333333333335,3.3333333333333335,151.0,,3111.0,1900.0,23,9.826086956521738,9.826086956521738,110.69565217391305,0.0,10.5,10.5,200.0,,0.5,0.34782608695652173,0.42391304347826086,2,1.6373684210526316,0.8044318181818182,68.96551724137932,-2932.0
