period,block,group,interval,ppi,group_id
1,1,CDA4,7,2.0,4
1,1,CDA4,8,2.0,4
1,1,CDA4,9,2.0,4
1,1,CDA4,10,1.0,4
1,1,CDA4,11,3.0,4
1,1,CDA4,12,2.0,4
2,1,CDA4,1,10.0,4
2,1,CDA4,2,10.0,4
2,1,CDA4,3,8.0,4
2,1,CDA4,4,1.0,4
2,1,CDA4,5,1.0,4
2,1,CDA4,6,2.0,4
2,1,CDA4,7,2.0,4
2,1,CDA4,8,5.0,4
2,1,CDA4,9,5.0,4
2,1,CDA4,10,4.0,4
2,1,CDA4,11,3.0,4
2,1,CDA4,12,3.0500000000000007,4
3,1,CDA4,1,10.0,4
3,1,CDA4,2,1.0,4
3,1,CDA4,3,3.0,4
3,1,CDA4,4,3.0,4
3,1,CDA4,5,1.0,4
3,1,CDA4,6,3.0,4
3,1,CDA4,7,4.0,4
3,1,CDA4,8,1.0,4
3,1,CDA4,9,2.0,4
3,1,CDA4,10,2.0,4
3,1,CDA4,11,10.0,4
3,1,CDA4,12,1.0,4
4,1,CDA4,1,20.0,4
4,1,CDA4,2,4.0,4
4,1,CDA4,3,6.0,4
4,1,CDA4,4,5.0,4
4,1,CDA4,5,1.0,4
4,1,CDA4,6,4.0,4
4,1,CDA4,7,4.0,4
4,1,CDA4,8,1.0,4
4,1,CDA4,9,1.0,4
4,1,CDA4,10,2.0,4
4,1,CDA4,11,2.0,4
4,1,CDA4,12,2.0,4
5,2,CDA4,1,10.0,4
5,2,CDA4,2,8.0,4
5,2,CDA4,3,5.0,4
5,2,CDA4,4,1.0,4
5,2,CDA4,5,4.0,4
5,2,CDA4,6,3.0,4
5,2,CDA4,7,6.0,4
5,2,CDA4,8,3.0,4
5,2,CDA4,9,2.8,4
5,2,CDA4,10,6.0,4
5,2,CDA4,11,8.65,4
5,2,CDA4,12,3.9000000000000004,4
6,2,CDA4,1,10.0,4
6,2,CDA4,2,2.0,4
6,2,CDA4,3,4.0,4
6,2,CDA4,4,3.0,4
6,2,CDA4,5,1.0,4
6,2,CDA4,6,5.0,4
6,2,CDA4,7,6.0,4
6,2,CDA4,8,3.0,4
6,2,CDA4,9,6.0,4
6,2,CDA4,10,1.0,4
6,2,CDA4,11,1.0,4
6,2,CDA4,12,1.0,4
7,2,CDA4,1,5.0,4
7,2,CDA4,2,3.0,4
7,2,CDA4,3,3.0,4
7,2,CDA4,4,11.0,4
7,2,CDA4,5,2.0,4
7,2,CDA4,6,6.0,4
7,2,CDA4,7,1.0,4
7,2,CDA4,8,2.0,4
7,2,CDA4,9,1.0,4
7,2,CDA4,10,1.0,4
7,2,CDA4,11,1.0,4
7,2,CDA4,12,1.0,4
8,2,CDA4,1,9.0,4
8,2,CDA4,2,4.0,4
8,2,CDA4,3,7.0,4
8,2,CDA4,4,6.0,4
8,2,CDA4,5,2.0,4
8,2,CDA4,6,1.0,4
