interval,quantity,weighted_price,price_change_int,period,group,block,format,price_change,ce_price,ce_quantity,cum_volume,%cumsum,price_deviation,block_1,block_2,block_3,block_4,block_5,group_id,format_num,price_deviation_log,price_change_log,log_wprice,change_log_wprice,ppi
12,0.0,9.0,0.0,1,CDA1,1,CDA,0.0,14,1100,517.0,0.47,5.0,True,False,False,False,False,1,0,1.6094379124341003,-6.907755278982137,2.1972245773362196,0.0,6.0
13,100.0,9.0,0.0,1,CDA1,1,CDA,0.0,14,1100,617.0,0.5609090909090909,5.0,True,False,False,False,False,1,0,1.6094379124341003,-6.907755278982137,2.1972245773362196,0.0,3.0
14,0.0,9.0,0.0,1,CDA1,1,CDA,0.0,14,1100,617.0,0.5609090909090909,5.0,True,False,False,False,False,1,0,1.6094379124341003,-6.907755278982137,2.1972245773362196,0.0,1.0
15,0.0,9.0,0.0,1,CDA1,1,CDA,0.0,14,1100,617.0,0.5609090909090909,5.0,True,False,False,False,False,1,0,1.6094379124341003,-6.907755278982137,2.1972245773362196,0.0,1.0
16,0.0,9.0,0.0,1,CDA1,1,CDA,0.0,14,1100,617.0,0.5609090909090909,5.0,True,False,False,False,False,1,0,1.6094379124341003,-6.907755278982137,2.1972245773362196,0.0,1.0
17,0.0,9.0,0.0,1,CDA1,1,CDA,0.0,14,1100,617.0,0.5609090909090909,5.0,True,False,False,False,False,1,0,1.6094379124341003,-6.907755278982137,2.1972245773362196,0.0,1.0
18,153.0,9.0,0.0,1,CDA1,1,CDA,0.0,14,1100,770.0,0.7,5.0,True,False,False,False,False,1,0,1.6094379124341003,-6.907755278982137,2.1972245773362196,0.0,3.0
19,0.0,9.0,0.0,1,CDA1,1,CDA,0.0,14,1100,770.0,0.7,5.0,True,False,False,False,False,1,0,1.6094379124341003,-6.907755278982137,2.1972245773362196,0.0,1.0
20,0.0,9.0,0.0,1,CDA1,1,CDA,0.0,14,1100,770.0,0.7,5.0,True,False,False,False,False,1,0,1.6094379124341003,-6.907755278982137,2.1972245773362196,0.0,1.0
21,0.0,9.0,0.0,1,CDA1,1,CDA,0.0,14,1100,770.0,0.7,5.0,True,False,False,False,False,1,0,1.6094379124341003,-6.907755278982137,2.1972245773362196,0.0,1.0
22,0.0,9.0,0.0,1,CDA1,1,CDA,0.0,14,1100,770.0,0.7,5.0,True,False,False,False,False,1,0,1.6094379124341003,-6.907755278982137,2.1972245773362196,0.0,5.0
23,0.0,9.0,0.0,1,CDA1,1,CDA,0.0,14,1100,770.0,0.7,5.0,True,False,False,False,False,1,0,1.6094379124341003,-6.907755278982137,2.1972245773362196,0.0,7.0
24,0.0,9.0,0.0,1,CDA1,1,CDA,0.0,14,1100,770.0,0.7,5.0,True,False,False,False,False,1,0,1.6094379124341003,-6.907755278982137,2.1972245773362196,0.0,2.0
1,0.0,14.0,0.0,2,CDA1,1,CDA,,14,1100,0.0,0.0,0.0,True,False,False,False,False,1,0,-6.907755278982137,,2.6390573296152584,,20.0
2,49.0,14.0,0.0,2,CDA1,1,CDA,0.0,14,1100,49.0,0.04454545454545455,0.0,True,False,False,False,False,1,0,-6.907755278982137,-6.907755278982137,2.6390573296152584,0.0,6.0
3,200.0,6.0,1.0978956999085088,2,CDA1,1,CDA,-8.0,14,1100,249.0,0.22636363636363635,8.0,True,False,False,False,False,1,0,2.0794415416798357,2.0794415416798357,1.791759469228055,-0.8472978603872034,14.0
4,162.0,12.0,0.0,2,CDA1,1,CDA,6.0,14,1100,411.0,0.37363636363636366,2.0,True,False,False,False,False,1,0,0.6931471805599453,1.791759469228055,2.4849066497880004,0.6931471805599454,6.0
5,116.0,12.0,-0.636779505946935,2,CDA1,1,CDA,0.0,14,1100,527.0,0.47909090909090907,2.0,True,False,False,False,False,1,0,0.6931471805599453,-6.907755278982137,2.4849066497880004,0.0,8.0
6,131.0,6.0,-0.23970722781335774,2,CDA1,1,CDA,-6.0,14,1100,658.0,0.5981818181818181,8.0,True,False,False,False,False,1,0,2.0794415416798357,1.791759469228055,1.791759469228055,-0.6931471805599454,4.0
7,69.0,4.0,0.3787740164684355,2,CDA1,1,CDA,-2.0,14,1100,727.0,0.6609090909090909,10.0,True,False,False,False,False,1,0,2.302585092994046,0.6931471805599453,1.3862943611198906,-0.4054651081081644,3.0
8,0.0,4.0,0.0,2,CDA1,1,CDA,0.0,14,1100,727.0,0.6609090909090909,10.0,True,False,False,False,False,1,0,2.302585092994046,-6.907755278982137,1.3862943611198906,0.0,7.0
9,150.0,10.0,-0.41171088746569073,2,CDA1,1,CDA,6.0,14,1100,877.0,0.7972727272727272,4.0,True,False,False,False,False,1,0,1.3862943611198906,1.791759469228055,2.302585092994046,0.9162907318741553,5.0
10,0.0,10.0,0.0,2,CDA1,1,CDA,0.0,14,1100,877.0,0.7972727272727272,4.0,True,False,False,False,False,1,0,1.3862943611198906,-6.907755278982137,2.302585092994046,0.0,5.0
11,0.0,10.0,0.0,2,CDA1,1,CDA,0.0,14,1100,877.0,0.7972727272727272,4.0,True,False,False,False,False,1,0,1.3862943611198906,-6.907755278982137,2.302585092994046,0.0,5.0
12,0.0,10.0,0.0,2,CDA1,1,CDA,0.0,14,1100,877.0,0.7972727272727272,4.0,True,False,False,False,False,1,0,1.3862943611198906,-6.907755278982137,2.302585092994046,0.0,5.0
13,0.0,10.0,0.0,2,CDA1,1,CDA,0.0,14,1100,877.0,0.7972727272727272,4.0,True,False,False,False,False,1,0,1.3862943611198906,-6.907755278982137,2.302585092994046,0.0,9.0
14,0.0,10.0,0.0,2,CDA1,1,CDA,0.0,14,1100,877.0,0.7972727272727272,4.0,True,False,False,False,False,1,0,1.3862943611198906,-6.907755278982137,2.302585092994046,0.0,1.0
15,0.0,10.0,0.0,2,CDA1,1,CDA,0.0,14,1100,877.0,0.7972727272727272,4.0,True,False,False,False,False,1,0,1.3862943611198906,-6.907755278982137,2.302585092994046,0.0,1.0
16,0.0,10.0,0.0,2,CDA1,1,CDA,0.0,14,1100,877.0,0.7972727272727272,4.0,True,False,False,False,False,1,0,1.3862943611198906,-6.907755278982137,2.302585092994046,0.0,1.0
17,0.0,10.0,0.0,2,CDA1,1,CDA,0.0,14,1100,877.0,0.7972727272727272,4.0,True,False,False,False,False,1,0,1.3862943611198906,-6.907755278982137,2.302585092994046,0.0,7.0
18,95.0,7.0,0.08691674290942361,2,CDA1,1,CDA,-3.0,14,1100,972.0,0.8836363636363637,7.0,True,False,False,False,False,1,0,1.9459101490553132,1.0986122886681098,1.9459101490553132,-0.35667494393873267,2.0
19,56.0,8.0,-0.05123513266239707,2,CDA1,1,CDA,1.0,14,1100,1028.0,0.9345454545454546,6.0,True,False,False,False,False,1,0,1.791759469228055,0.0,2.0794415416798357,0.13353139262452252,7.95
20,0.0,8.0,0.0,2,CDA1,1,CDA,0.0,14,1100,1028.0,0.9345454545454546,6.0,True,False,False,False,False,1,0,1.791759469228055,-6.907755278982137,2.0794415416798357,0.0,7.9
21,0.0,8.0,0.0,2,CDA1,1,CDA,0.0,14,1100,1028.0,0.9345454545454546,6.0,True,False,False,False,False,1,0,1.791759469228055,-6.907755278982137,2.0794415416798357,0.0,2.0
22,0.0,8.0,0.0,2,CDA1,1,CDA,0.0,14,1100,1028.0,0.9345454545454546,6.0,True,False,False,False,False,1,0,1.791759469228055,-6.907755278982137,2.0794415416798357,0.0,2.0
23,0.0,8.0,0.0,2,CDA1,1,CDA,0.0,14,1100,1028.0,0.9345454545454546,6.0,True,False,False,False,False,1,0,1.791759469228055,-6.907755278982137,2.0794415416798357,0.0,4.0
24,65.0,7.0,0.0,2,CDA1,1,CDA,-1.0,14,1100,1093.0,0.9936363636363637,7.0,True,False,False,False,False,1,0,1.9459101490553132,0.0,1.9459101490553132,-0.13353139262452252,1.0
