interval,quantity,weighted_price,price_change_int,period,group,block,format,price_change,ce_price,ce_quantity,cum_volume,%cumsum,price_deviation,block_1,block_2,block_3,block_4,block_5,group_id,format_num,price_deviation_log,price_change_log,log_wprice,change_log_wprice,ppi
21,29.97999999999996,9.614662770839512,-0.001354993197431045,10,Flow301,3,Flow30,0.32642725751667,9,1500,2311.0299999999993,1.540686666666666,0.0,False,False,True,False,False,1,1,-6.907755278982137,-1.119548149830292,2.2632893051900425,0.03454070438435641,1.7294685990338166
22,0.0,9.614662770839512,0.0,10,Flow301,3,Flow30,0.0,9,1500,2311.0299999999993,1.540686666666666,0.0,False,False,True,False,False,1,1,-6.907755278982137,-6.907755278982137,2.2632893051900425,0.0,4.269230769230769
23,0.0,9.614662770839512,0.0,10,Flow301,3,Flow30,0.0,9,1500,2311.0299999999993,1.540686666666666,0.0,False,False,True,False,False,1,1,-6.907755278982137,-6.907755278982137,2.2632893051900425,0.0,4.269230769230769
24,43.69,8.994420334779912,0.0,10,Flow301,3,Flow30,-0.6202424360596002,9,1500,2354.7199999999993,1.5698133333333328,0.0,False,False,True,False,False,1,1,-6.907755278982137,-0.4776448514711235,2.196604422277584,-0.06668488291245867,1.7127776662982361
1,0.0,7.544956178947805,0.0,11,Flow301,3,Flow30,,9,1500,0.0,0.0,0.455043821052195,False,False,True,False,False,1,1,-0.7873615546638733,,2.0208792842437417,,5.0
2,0.0,7.544956178947805,0.0,11,Flow301,3,Flow30,0.0,9,1500,0.0,0.0,0.455043821052195,False,False,True,False,False,1,1,-0.7873615546638733,-6.907755278982137,2.0208792842437417,0.0,5.0
3,108.52,7.544956178947805,0.04404037518739054,11,Flow301,3,Flow30,0.0,9,1500,108.52,0.07234666666666667,0.455043821052195,False,False,True,False,False,1,1,-0.7873615546638733,-6.907755278982137,2.0208792842437417,0.0,0.2411854879918245
4,220.04,7.8721519838099026,0.0,11,Flow301,3,Flow30,0.32719580486209754,9,1500,328.56,0.21904,0.12784801619009745,False,False,True,False,False,1,1,-2.0569130940638214,-1.1171964956618468,2.063331466449997,0.04245218220625535,0.21964326032964543
5,220.01999999999998,7.8721519838099026,0.0,11,Flow301,3,Flow30,0.0,9,1500,548.5799999999999,0.36571999999999993,0.12784801619009745,False,False,True,False,False,1,1,-2.0569130940638214,-6.907755278982137,2.063331466449997,0.0,0.21964326032964543
6,220.01,7.872151983809901,0.0,11,Flow301,3,Flow30,-1.7763568394002505e-15,9,1500,768.5899999999999,0.5123933333333333,0.12784801619009922,False,False,True,False,False,1,1,-2.0569130940638076,-33.96421184743732,2.063331466449997,0.0,0.21964326032964543
7,165.56,8.161948892968237,0.04850872199655535,11,Flow301,3,Flow30,0.2897969091583361,9,1500,934.1499999999999,0.6227666666666666,0.0,False,False,True,False,False,1,1,-6.907755278982137,-1.2385749145826033,2.099482975382074,0.03615150893207675,0.17467823813944827
8,128.38,8.467235328326915,-0.007391726866621969,11,Flow301,3,Flow30,0.3052864353586777,9,1500,1062.5299999999997,0.7083533333333332,0.0,False,False,True,False,False,1,1,-6.907755278982137,-1.1865048107600513,2.136204047863951,0.03672107248187695,0.2275744518639251
9,125.00999999999999,8.369320909393041,0.0,11,Flow301,3,Flow30,-0.09791441893387365,9,1500,1187.5399999999997,0.7916933333333331,0.0,False,False,True,False,False,1,1,-6.907755278982137,-2.323661458024311,2.1245727473261056,-0.011631300537845224,0.2275744518639251
10,163.57999999999998,8.024016571855185,0.0,11,Flow301,3,Flow30,-0.34530433753785594,9,1500,1351.1199999999997,0.9007466666666665,0.0,False,False,True,False,False,1,1,-6.907755278982137,-1.063329113014766,2.082439115943542,-0.04213363138256376,0.33659767600820256
11,142.77999999999997,7.630089978809122,0.0,11,Flow301,3,Flow30,-0.39392659304606337,9,1500,1493.8999999999996,0.9959333333333331,0.36991002119087835,False,False,True,False,False,1,1,-0.994495488888969,-0.9315906991082813,2.0320996379934266,-0.050339477950115175,0.3776803118908383
12,125.01000000000009,7.562201569889734,0.03539469237485467,11,Flow301,3,Flow30,-0.06788840891938808,9,1500,1618.9099999999996,1.079273333333333,0.4377984301102664,False,False,True,False,False,1,1,-0.825996679760319,-2.689889967098934,2.023162360745559,-0.008937277247867748,0.3573003153043901
13,79.41999999999999,8.059354838709677,0.0,11,Flow301,3,Flow30,0.49715326881994315,9,1500,1698.3299999999997,1.1322199999999998,0.0,False,False,True,False,False,1,1,-6.907755278982137,-0.6988569124596112,2.086833508489677,0.06367114774411808,0.3573003153043901
14,24.029999999999987,8.378383472272564,0.010703372537470562,11,Flow301,3,Flow30,0.3190286335628869,9,1500,1722.3599999999997,1.1482399999999997,0.0,False,False,True,False,False,1,1,-6.907755278982137,-1.1424744198402894,2.1256549928157016,0.03882148432602461,0.1584210526315788
15,0.0,8.378383472272564,0.0,11,Flow301,3,Flow30,0.0,9,1500,1722.3599999999997,1.1482399999999997,0.0,False,False,True,False,False,1,1,-6.907755278982137,-6.907755278982137,2.1256549928157016,0.0,0.1584210526315788
16,54.28,8.50692025585161,-0.0075225247049840235,11,Flow301,3,Flow30,0.12853678357904563,9,1500,1776.6399999999996,1.1844266666666665,0.0,False,False,True,False,False,1,1,-6.907755278982137,-2.0515401620761593,2.1408799800050144,0.015224987189312866,0.186855962492245
17,61.92999999999997,8.791399793523661,0.012715062456385292,11,Flow301,3,Flow30,0.2844795376720519,9,1500,1838.5699999999997,1.2257133333333332,0.0,False,False,True,False,False,1,1,-6.907755278982137,-1.2570939518264643,2.1737739474283764,0.032893967423361925,0.14165569205950312
18,33.65000000000001,9.114997350291466,0.0,11,Flow301,3,Flow30,0.32359755676780466,9,1500,1872.2199999999998,1.2481466666666665,0.0,False,False,True,False,False,1,1,-6.907755278982137,-1.128254643987599,2.209921117432994,0.036147170004617646,0.14165569205950312
19,33.10999999999999,9.128509983503145,0.00026570239432391286,11,Flow301,3,Flow30,0.01351263321167906,9,1500,1905.3299999999997,1.27022,0.0,False,False,True,False,False,1,1,-6.907755278982137,-4.304130237661774,2.211402481233879,0.0014813638008850383,0.1444187336156486
20,32.98000000000001,9.131944444444443,0.0,11,Flow301,3,Flow30,0.0034344609412979565,9,1500,1938.3099999999997,1.2922066666666665,0.0,False,False,True,False,False,1,1,-6.907755278982137,-5.673895296831561,2.211778645035864,0.00037616380198501886,0.1444187336156486
21,32.98999999999998,9.131944444444445,0.0,11,Flow301,3,Flow30,1.7763568394002505e-15,9,1500,1971.2999999999997,1.3141999999999998,0.0,False,False,True,False,False,1,1,-6.907755278982137,-33.96421184743732,2.2117786450358645,4.440892098500626e-16,0.1444187336156486
22,33.95,9.106194749962572,-0.0006769636250070278,11,Flow301,3,Flow30,-0.025749694481872254,9,1500,2005.2499999999998,1.336833333333333,0.0,False,False,True,False,False,1,1,-6.907755278982137,-3.659332516724439,2.2089549236773656,-0.002823721358498954,0.12313242699001714
23,85.83000000000006,8.550513159211217,0.03528391337501976,11,Flow301,3,Flow30,-0.5556815907513553,9,1500,2091.08,1.3940533333333334,0.0,False,False,True,False,False,1,1,-6.907755278982137,-0.5875598272792786,2.1459912997688186,-0.06296362390854693,0.12313242699001714
24,20.75000000000003,9.089834515366428,-0.0008826781482663985,11,Flow301,3,Flow30,0.5393213561552113,9,1500,2111.83,1.4078866666666665,0.0,False,False,True,False,False,1,1,-6.907755278982137,-0.6174436776543961,2.207156702893466,0.061165403124647355,0.14439507860560452
1,0.0,6.694385164471264,0.0,12,Flow301,3,Flow30,,9,1500,0.0,0.0,1.3056148355287363,False,False,True,False,False,1,1,0.2666740681600346,,1.90126913989561,,5.0
2,0.0,6.694385164471264,0.0,12,Flow301,3,Flow30,0.0,9,1500,0.0,0.0,1.3056148355287363,False,False,True,False,False,1,1,0.2666740681600346,-6.907755278982137,1.90126913989561,0.0,1.7333333333333334
3,20.669999999999998,6.694385164471264,0.0,12,Flow301,3,Flow30,0.0,9,1500,20.669999999999998,0.013779999999999999,1.3056148355287363,False,False,True,False,False,1,1,0.2666740681600346,-6.907755278982137,1.90126913989561,0.0,0.4048484848484848
4,103.3,6.694385164471263,0.0,12,Flow301,3,Flow30,-8.881784197001252e-16,9,1500,123.97,0.08264666666666666,1.3056148355287371,False,False,True,False,False,1,1,0.2666740681600353,-34.657359027997266,1.90126913989561,0.0,0.4048484848484848
5,188.67000000000002,7.348959911229786,0.005263946457188093,12,Flow301,3,Flow30,0.6545747467585228,9,1500,312.64,0.20842666666666665,0.6510400887702144,False,False,True,False,False,1,1,-0.4291840583773682,-0.42376949578551387,1.9945587945352283,0.09328965463961825,0.2118326118326117
6,192.55,7.378968847330263,0.007477032046292311,12,Flow301,3,Flow30,0.030008936100477612,9,1500,505.19,0.33679333333333333,0.6210311526697367,False,False,True,False,False,1,1,-0.47637403297720754,-3.506260071658527,1.9986339062662963,0.004075111731068004,0.17086999022482896
7,201.54000000000002,7.4471182666780855,0.0,12,Flow301,3,Flow30,0.06814941934782226,9,1500,706.73,0.47115333333333337,0.5528817333219145,False,False,True,False,False,1,1,-0.5926111641259308,-2.68605264108393,2.007827147719376,0.009193241453079759,0.17086999022482896
8,144.77999999999997,7.832827260391219,0.03486640514120151,12,Flow301,3,Flow30,0.3857089937131333,9,1500,851.51,0.5676733333333334,0.1671727396087812,False,False,True,False,False,1,1,-1.7887276322414394,-0.9526720961421378,2.058323525338567,0.0504963776191909,0.3193548387096774
9,119.16999999999999,7.8975684514744735,-0.02546144406597553,12,Flow301,3,Flow30,0.06474119108325471,9,1500,970.68,0.6471199999999999,0.1024315485255265,False,False,True,False,False,1,1,-2.278560522757443,-2.737357632703716,2.0665549211430205,0.008231395804453534,0.4999999999999998
10,101.99000000000001,7.571290893474595,0.01380310193256713,12,Flow301,3,Flow30,-0.32627755799987845,9,1500,1072.67,0.7151133333333334,0.42870910652540495,False,False,True,False,False,1,1,-0.8469766634171955,-1.1200068549473914,2.024363580450766,-0.04219134069225472,0.4531420765027323
11,121.75999999999996,7.807850985040991,0.0,12,Flow301,3,Flow30,0.23656009156639612,9,1500,1194.43,0.7962866666666667,0.19214901495900882,False,False,True,False,False,1,1,-1.64948408840124,-1.4415530163632686,2.055129764021012,0.030766183570246408,0.4531420765027323
12,122.90000000000005,7.825357435927429,-0.001208596867485626,12,Flow301,3,Flow30,0.01750645088643754,9,1500,1317.3300000000002,0.8782200000000001,0.17464256407257128,False,False,True,False,False,1,1,-1.7450138848018977,-4.045185843894951,2.0573694140957466,0.0022396500747343673,0.33740947470120464
13,121.74,7.807850985040992,0.0,12,Flow301,3,Flow30,-0.017506450886436653,9,1500,1439.0700000000002,0.9593800000000001,0.19214901495900794,False,False,True,False,False,1,1,-1.6494840884012447,-4.045185843895002,2.055129764021012,-0.0022396500747343673,0.33740947470120464
14,68.66,7.878538429859918,0.0033878830887172774,12,Flow301,3,Flow30,0.07068744481892608,9,1500,1507.7300000000002,1.0051533333333336,0.12146157014008185,False,False,True,False,False,1,1,-2.1081573613767524,-2.6494873057402164,2.064142408222361,0.009012644201348952,0.5185618054262122
15,46.82999999999999,7.917383820998279,0.0,12,Flow301,3,Flow30,0.03884539113836105,9,1500,1554.5600000000002,1.0363733333333334,0.0826161790017208,False,False,True,False,False,1,1,-2.4935497459440246,-3.248165841423057,2.069060825625275,0.004918417402913988,0.5185618054262122
16,50.41999999999998,8.048704678218362,0.003986754157269954,12,Flow301,3,Flow30,0.13132085722008302,9,1500,1604.9800000000002,1.0699866666666669,0.0,False,False,True,False,False,1,1,-6.907755278982137,-2.0301116586508683,2.0855111689450516,0.01645034331977646,0.44051282774597733
17,46.68000000000001,7.915178664350686,-0.005157162641483804,12,Flow301,3,Flow30,-0.1335260138676766,9,1500,1651.6600000000003,1.101106666666667,0.08482133564931438,False,False,True,False,False,1,1,-2.4672081681920193,-2.0134589596926262,2.068782265958905,-0.01672890298614682,0.7076659216489727
18,45.18999999999997,7.847663012117715,0.0,12,Flow301,3,Flow30,-0.06751565223297096,9,1500,1696.8500000000004,1.1312333333333335,0.15233698788228534,False,False,True,False,False,1,1,-1.8816601865692881,-2.6953958230519053,2.0602157820085374,-0.00856648395036741,0.6979390009543733
19,42.920000000000016,7.947480163359847,0.0052426129300449835,12,Flow301,3,Flow30,0.09981715124213242,9,1500,1739.7700000000004,1.159846666666667,0.05251983664015292,False,False,True,False,False,1,1,-2.946564339983588,-2.304415254296701,2.0728549178399507,0.012639135831413295,0.6687857249617251
20,56.940000000000005,8.799611528133553,0.024169643448559413,12,Flow301,3,Flow30,0.8521313647737063,9,1500,1796.7100000000005,1.197806666666667,0.0,False,False,True,False,False,1,1,-6.907755278982137,-0.16001458003125607,2.1747075759794843,0.10185265813953359,0.1727005870841487
21,104.85,8.49945655823933,-0.034677652554194575,12,Flow301,3,Flow30,-0.30015496989422275,9,1500,1901.5600000000004,1.267706666666667,0.0,False,False,True,False,False,1,1,-6.907755278982137,-1.2034563713863093,2.1400022271276002,-0.03470534885188403,0.20365296803653
22,125.00000000000011,8.342314873215637,0.001078779272818078,12,Flow301,3,Flow30,-0.15714168502369397,9,1500,2026.5600000000004,1.3510400000000002,0.0,False,False,True,False,False,1,1,-6.907755278982137,-1.8506074282189358,2.1213407405929336,-0.018661486534666594,0.19824561403508767
23,102.78999999999989,8.696215641755686,0.021461039013514455,12,Flow301,3,Flow30,0.3539007685400488,9,1500,2129.3500000000004,1.4195666666666669,0.0,False,False,True,False,False,1,1,-6.907755278982137,-1.0387387200025353,2.162887947321439,0.041547206728505426,0.16729323308270683
24,90.48000000000008,8.809523809523808,0.0,12,Flow301,3,Flow30,0.11330816776812291,9,1500,2219.8300000000004,1.479886666666667,0.0,False,False,True,False,False,1,1,-6.907755278982137,-2.17764402380139,2.175833387354902,0.012945440033462763,0.16729323308270683
1,0.0,6.583370538173832,0.0,13,Flow301,4,Flow30,,6,1200,0.0,0.0,0.5833705381738321,False,False,False,True,False,1,1,-0.538932723039958,,1.8845468540312293,,5.0
2,0.0,6.583370538173832,0.0,13,Flow301,4,Flow30,0.0,6,1200,0.0,0.0,0.5833705381738321,False,False,False,True,False,1,1,-0.538932723039958,-6.907755278982137,1.8845468540312293,0.0,2.1333333333333333
3,32.14,6.583370538173832,0.006901805549947489,13,Flow301,4,Flow30,0.0,6,1200,32.14,0.026783333333333333,0.5833705381738321,False,False,False,True,False,1,1,-0.538932723039958,-6.907755278982137,1.8845468540312293,0.0,0.32352941176470584
4,108.46,6.298588164613998,0.0,13,Flow301,4,Flow30,-0.2847823735598345,6,1200,140.6,0.11716666666666666,0.2985881646139976,False,False,False,True,False,1,1,-1.208690030918453,-1.2560299919500868,1.8403255074282172,-0.044221346603012135,0.19019607843137276
5,156.31,6.450705326091204,0.0,13,Flow301,4,Flow30,0.15211716147720633,6,1200,296.90999999999997,0.24742499999999998,0.45070532609120395,False,False,False,True,False,1,1,-0.7969415319797124,-1.8831042558568472,1.8641894777114478,0.023863970283230618,0.1324483775811207
6,156.32,6.450705326091203,0.0,13,Flow301,4,Flow30,-8.881784197001252e-16,6,1200,453.22999999999996,0.37769166666666665,0.45070532609120306,False,False,False,True,False,1,1,-0.7969415319797144,-34.657359027997266,1.8641894777114476,-2.220446049250313e-16,0.1324483775811207
7,108.47000000000003,6.298588164613997,0.0,13,Flow301,4,Flow30,-0.15211716147720633,6,1200,561.7,0.46808333333333335,0.29858816461399673,False,False,False,True,False,1,1,-1.2086900309184558,-1.8831042558568472,1.840325507428217,-0.023863970283230618,0.19019607843137276
8,114.56,6.3221218404796495,0.005417630752541049,13,Flow301,4,Flow30,0.023533675865652803,6,1200,676.26,0.56355,0.32212184047964953,False,False,False,True,False,1,1,-1.1328254184251156,-3.749322868059265,1.844054886065742,0.0037293786375249827,0.14879725085910667
9,138.95,6.395532354012382,0.0,13,Flow301,4,Flow30,0.07341051353273276,6,1200,815.21,0.6793416666666667,0.3955323540123823,False,False,False,True,False,1,1,-0.9275226897792604,-2.6116881174782103,1.8555996769159684,0.011544790850226416,0.14879725085910667
10,125.34000000000003,6.592777000585429,0.03601639572364509,13,Flow301,4,Flow30,0.19724464657304708,6,1200,940.5500000000001,0.7837916666666668,0.5927770005854294,False,False,False,True,False,1,1,-0.5229370036857306,-1.6233104599385417,1.8859746558954604,0.03037497897949204,0.28213058419243997
11,83.66999999999996,7.03015461181341,0.005032760647304179,13,Flow301,4,Flow30,0.4373776112279808,6,1200,1024.22,0.8535166666666667,1.0301546118134102,False,False,False,True,False,1,1,0.029708899533091224,-0.8269583580852287,1.9502086987263054,0.064234042830845,0.2154639175257731
12,77.27000000000002,7.1078928312816805,0.0,13,Flow301,4,Flow30,0.07773821946827031,6,1200,1101.49,0.9179083333333333,1.1078928312816805,False,False,False,True,False,1,1,0.10245986097718951,-2.554408257495806,1.9612058329814552,0.01099713425514981,0.2154639175257731
13,97.16999999999997,7.270630391907016,0.0,13,Flow301,4,Flow30,0.1627375606253354,6,1200,1198.66,0.9988833333333335,1.2706303919070159,False,False,False,True,False,1,1,0.23951314889920544,-1.8156164332241773,1.9838429991902027,0.02263716620874745,0.2154639175257731
14,76.72000000000004,7.036397481081617,0.007816668466017185,13,Flow301,4,Flow30,-0.23423291082539865,6,1200,1275.38,1.0628166666666667,1.0363974810816172,False,False,False,True,False,1,1,0.035750739252861624,-1.4514393132445342,1.9510963177585827,-0.03274668143161996,0.2568627450980394
15,60.68999999999997,7.048185603807257,0.0,13,Flow301,4,Flow30,0.01178812272563956,6,1200,1336.0700000000002,1.1133916666666668,1.0481856038072568,False,False,False,True,False,1,1,0.04706067308750844,-4.440662803095431,1.9527702225390189,0.001673904780436164,0.2568627450980394
16,60.770000000000024,7.046547602111537,-0.00012108543424180062,13,Flow301,4,Flow30,-0.0016380016957198151,6,1200,1396.8400000000001,1.1640333333333335,1.046547602111537,False,False,False,True,False,1,1,0.04549674883696271,-6.4142782583138125,1.952537795052927,-0.00023242748609186847,0.24183006535947693
17,60.959999999999994,7.044101017715793,0.0,13,Flow301,4,Flow30,-0.002446584395744189,6,1200,1457.8000000000002,1.2148333333333334,1.0441010177157928,False,False,False,True,False,1,1,0.0431562450436439,-6.0130623513068135,1.952190531490214,-0.0003472635627130849,0.3825788940678645
18,60.92000000000003,7.044101017715794,0.0,13,Flow301,4,Flow30,8.881784197001252e-16,6,1200,1518.7200000000003,1.2656000000000003,1.0441010177157937,False,False,False,True,False,1,1,0.04315624504364474,-34.657359027997266,1.952190531490214,0.0,0.24183006535947693
19,60.94999999999998,7.044101017715793,0.0,13,Flow301,4,Flow30,-8.881784197001252e-16,6,1200,1579.6700000000003,1.3163916666666668,1.0441010177157928,False,False,False,True,False,1,1,0.0431562450436439,-34.657359027997266,1.952190531490214,0.0,0.24183006535947693
20,78.16999999999999,7.180166681386816,0.005637146717152245,13,Flow301,4,Flow30,0.13606566367102335,6,1200,1657.8400000000004,1.3815333333333337,1.1801666813868161,False,False,False,True,False,1,1,0.16565568391452304,-1.9946176886562272,1.9713225974685058,0.019132065978291868,0.17971887550200805
21,75.85999999999999,7.141629257583094,-0.025955687176642286,13,Flow301,4,Flow30,-0.038537423803721715,6,1200,1733.7000000000003,1.4447500000000002,1.1416292575830944,False,False,False,True,False,1,1,0.13245641542872516,-3.256125462970092,1.9659409376572905,-0.0053816598112153,0.26962908873604796
22,95.01999999999997,6.555988197032449,-0.013629825894345814,13,Flow301,4,Flow30,-0.5856410605506452,6,1200,1828.7200000000003,1.5239333333333336,0.5559881970324492,False,False,False,True,False,1,1,-0.5870082133157838,-0.5350482017325934,1.8803788605493417,-0.08556207710794883,0.16345432404981763
23,110.63000000000008,6.330360328219765,0.0,13,Flow301,4,Flow30,-0.22562786881268426,6,1200,1939.3500000000004,1.6161250000000003,0.3303603282197649,False,False,False,True,False,1,1,-1.1075713165186079,-1.4888682350165607,1.84535715842536,-0.03502170212398159,0.16345432404981763
24,110.60999999999996,6.330360328219766,0.0,13,Flow301,4,Flow30,8.881784197001252e-16,6,1200,2049.9600000000005,1.7083000000000004,0.3303603282197658,False,False,False,True,False,1,1,-1.1075713165186052,-34.657359027997266,1.8453571584253603,2.220446049250313e-16,0.16345432404981763
1,0.0,6.948491158033603,0.0,14,Flow301,4,Flow30,,6,1200,0.0,0.0,0.9484911580336028,False,False,False,True,False,1,1,-0.05288281170259799,,1.9385245364436687,,5.0
2,0.0,6.948491158033603,0.0,14,Flow301,4,Flow30,0.0,6,1200,0.0,0.0,0.9484911580336028,False,False,False,True,False,1,1,-0.05288281170259799,-6.907755278982137,1.9385245364436687,0.0,1.6
3,0.0,6.948491158033603,0.0,14,Flow301,4,Flow30,0.0,6,1200,0.0,0.0,0.9484911580336028,False,False,False,True,False,1,1,-0.05288281170259799,-6.907755278982137,1.9385245364436687,0.0,1.4833333333333334
4,175.0,6.948491158033603,0.04924430535429211,14,Flow301,4,Flow30,0.0,6,1200,175.0,0.14583333333333334,0.9484911580336028,False,False,False,True,False,1,1,-0.05288281170259799,-6.907755278982137,1.9385245364436687,0.0,0.21126707731185368
5,203.75,7.0742696992562255,0.0,14,Flow301,4,Flow30,0.12577854122262266,6,1200,378.75,0.315625,1.0742696992562255,False,False,False,True,False,1,1,0.07164108118807877,-2.07323252778248,1.9564642154815015,0.01793967903783278,0.24814814814814823
6,154.45999999999998,7.474914903063491,0.0,14,Flow301,4,Flow30,0.4006452038072652,6,1200,533.21,0.4443416666666667,1.4749149030634907,False,False,False,True,False,1,1,0.38860029528917595,-0.9146790218586258,2.0115527350063966,0.05508851952489513,0.24814814814814823
7,154.64999999999998,7.465986849143573,-0.0015303959806187812,14,Flow301,4,Flow30,-0.008928053919917467,6,1200,687.86,0.5732166666666667,1.4659868491435732,False,False,False,True,False,1,1,0.3825286328536736,-4.71855683394414,2.010357619058156,-0.0011951159482408436,0.2365835222978081
8,140.16000000000003,7.357122733701617,-0.010853938812262402,14,Flow301,4,Flow30,-0.10886411544195607,6,1200,828.02,0.6900166666666666,1.3571227337016172,False,False,False,True,False,1,1,0.30536682164244056,-2.217654821785691,1.9956689233856135,-0.014688695672542273,0.26151229722658287
9,129.37999999999994,7.280009141290065,0.0,14,Flow301,4,Flow30,-0.07711359241155247,6,1200,957.3999999999999,0.7978333333333332,1.2800091412900647,False,False,False,True,False,1,1,0.24686721953888752,-2.562475718081462,1.9851321178795185,-0.010536805506095037,0.1886078717201165
10,149.02000000000004,7.32045738297824,-0.005946549443771695,14,Flow301,4,Flow30,0.040448241688174846,6,1200,1106.4199999999998,0.9220166666666665,1.3204573829782396,False,False,False,True,False,1,1,0.27797817883647863,-3.2077321051943755,1.9906728100345963,0.005540692155077798,0.1320486913607497
11,152.23,7.285993854880643,0.0,14,Flow301,4,Flow30,-0.03446352809759645,6,1200,1258.6499999999999,1.0488749999999998,1.285993854880643,False,False,False,True,False,1,1,0.25153184732861655,-3.367853670720391,1.9859538551713365,-0.004718954863259794,0.1320486913607497
12,124.34000000000003,7.577283930324587,0.020556150575692315,14,Flow301,4,Flow30,0.2912900754439436,6,1200,1382.9899999999998,1.1524916666666665,1.5772839303245867,False,False,False,True,False,1,1,0.45570433636872265,-1.2334356854771822,2.0251548149044836,0.03920095973314708,0.21351073692650768
13,116.63999999999999,7.610388134058646,-0.015438339547766987,14,Flow301,4,Flow30,0.033104203734059645,6,1200,1499.6299999999997,1.2496916666666664,1.6103881340586463,False,False,False,True,False,1,1,0.4764752269970277,-3.4080950036340756,2.029514173734429,0.0043593588299453145,0.36429608127721336
14,64.71999999999997,7.379103663300204,0.005155231129048193,14,Flow301,4,Flow30,-0.2312844707584425,6,1200,1564.3499999999997,1.3036249999999998,1.3791036633002038,False,False,False,True,False,1,1,0.3214337687923602,-1.464106850959138,1.9986521763987743,-0.030861997335654534,0.4076923076923078
15,85.84000000000006,7.815588944847369,-0.005810166030715595,14,Flow301,4,Flow30,0.43648528154716537,6,1200,1650.1899999999998,1.3751583333333333,1.8155889448473692,False,False,False,True,False,1,1,0.5964099026013366,-0.8290006235214671,2.056120321858955,0.05746814546018064,0.24449541284403686
16,90.22999999999993,7.696280087527351,0.0,14,Flow301,4,Flow30,-0.11930885732001784,6,1200,1740.4199999999998,1.4503499999999998,1.6962800875273514,False,False,False,True,False,1,1,0.5284376696823513,-2.126039708543545,2.040737106610642,-0.015383215248312876,0.24449541284403686
17,90.23000000000008,7.696280087527351,0.0,14,Flow301,4,Flow30,0.0,6,1200,1830.6499999999999,1.5255416666666666,1.6962800875273514,False,False,False,True,False,1,1,0.5284376696823513,-6.907755278982137,2.040737106610642,0.0,0.24449541284403686
18,90.21999999999997,7.696280087527353,0.0,14,Flow301,4,Flow30,1.7763568394002505e-15,6,1200,1920.87,1.600725,1.6962800875273532,False,False,False,True,False,1,1,0.5284376696823523,-33.96421184743732,2.0407371066106426,4.440892098500626e-16,0.23404915178801966
19,31.710000000000008,7.190735879865058,-0.002412925592901261,14,Flow301,4,Flow30,-0.5055442076622949,6,1200,1952.58,1.6271499999999999,1.1907358798650582,False,False,False,True,False,1,1,0.17457150244255557,-0.6821197910075579,1.9727935141821662,-0.06794359242847636,0.6462432378280905
20,28.090000000000003,7.127726218654875,-0.0007782852393333278,14,Flow301,4,Flow30,-0.06300966121018359,6,1200,1980.6699999999998,1.6505583333333331,1.1277262186548747,False,False,False,True,False,1,1,0.12020340965762293,-2.764467211805307,1.9639922801512337,-0.00880123403093247,0.579235880398671
21,27.939999999999984,7.100883331909253,-0.0011809041201586773,14,Flow301,4,Flow30,-0.026842886745622074,6,1200,2008.61,1.6738416666666667,1.1008833319092526,False,False,False,True,False,1,1,0.09611288655745082,-3.617754418801425,1.9602191892535863,-0.0037730908976474353,0.5486687147977469
22,29.05000000000001,7.063723159482464,0.0003559370095484715,14,Flow301,4,Flow30,-0.037160172426788485,6,1200,2037.6599999999999,1.6980499999999998,1.063723159482464,False,False,False,True,False,1,1,0.06177516860823294,-3.2925177249291675,1.9549722721999583,-0.0052469170536280085,0.5524020039945994
23,78.13000000000001,5.98435778847032,-0.05713362764222828,14,Flow301,4,Flow30,-1.0793653710121438,6,1200,2115.79,1.7631583333333334,0.015642211529679706,False,False,False,True,False,1,1,-4.15778215170788,0.07637324898696485,1.7891490297387715,-0.16582324246118674,0.16651786505110633
24,115.89999999999998,5.362651571809043,-0.013037417134428174,14,Flow301,4,Flow30,-0.621706216661277,6,1200,2231.69,1.8597416666666666,0.6373484281909567,False,False,False,True,False,1,1,-0.45043878991933445,-0.47528761830167293,1.6794585489938993,-0.1096904807448722,0.11689708141321042
1,0.0,6.414790996784567,0.0,15,Flow301,4,Flow30,,6,1200,0.0,0.0,0.4147909967845669,False,False,False,True,False,1,1,-0.8799805078175597,,1.8586064171447298,,5.0
2,0.0,6.414790996784567,0.0,15,Flow301,4,Flow30,0.0,6,1200,0.0,0.0,0.4147909967845669,False,False,False,True,False,1,1,-0.8799805078175597,-6.907755278982137,1.8586064171447298,0.0,1.8511111111111112
3,25.28,6.414790996784567,0.0,15,Flow301,4,Flow30,0.0,6,1200,25.28,0.021066666666666668,0.4147909967845669,False,False,False,True,False,1,1,-0.8799805078175597,-6.907755278982137,1.8586064171447298,0.0,0.6008734653610055
4,98.99999999999999,6.6196209760868525,0.019963691737805184,15,Flow301,4,Flow30,0.20482997930228564,6,1200,124.27999999999999,0.10356666666666665,0.6196209760868525,False,False,False,True,False,1,1,-0.4786473167728712,-1.5855750132178343,1.890038113942278,0.03143169679754809,0.21167464114832546
5,147.43,6.858817782120176,0.0,15,Flow301,4,Flow30,0.23919680603332338,6,1200,271.71,0.226425,0.8588177821201759,False,False,False,True,False,1,1,-0.1521985074161672,-1.4304686096983061,1.9255350919185126,0.035496977976234634,0.21167464114832546
