direction,cumulative_quantity,fill_quantity,ce_quantity,ce_price,cash,in_market_quantity,ce_profit,excess_profit,period,group,block,format,gross_profits_norm,order_num,order_price_low,order_price_high,order_quantity,order_rate,order_price_low_initial,order_price_high_initial,order_quantity_initial,max_quantity/rate_orders_sell,max_quantity/rate_orders_buy,rational_shares,no_trans,order_rate_initial
sell,958.3892952768796,971.68,1200.0,6.0,2776.17,1200,1900.0,876.17,8,4,2,Flow30,1.461142105263158,10,5.8,13.8,199.3,14.2,4.666666666666667,15.333333333333334,266.6666666666667,1,6,1911.64,12.0,13.666666666666666
buy,1108.4627430723206,1130.09,1500.0,9.0,5301.7,1500,6900.0,-1598.3000000000002,9,4,3,Flow30,0.7683623188405797,12,6.75,10.166666666666666,219.83333333333334,24.333333333333332,7.0,10.0,200.0,1,8,2193.42,11.0,30.0
sell,1108.4627430723206,1158.07,1500.0,9.0,6493.650000000001,1500,6300.0,193.6500000000001,9,4,3,Flow30,1.0307380952380953,10,8.2,16.8,233.5,19.5,7.0,17.0,300.0,1,8,2193.42,11.0,12.0
buy,1156.6612273273122,1180.26,1500.0,9.0,7002.58,1500,6900.0,102.58000000000007,10,4,3,Flow30,1.0148666666666666,11,6.545454545454546,9.363636363636363,201.9090909090909,25.181818181818183,9.0,11.0,200.0,1,8,2313.9700000000003,14.0,30.0
sell,1156.6612273273122,1201.75,1500.0,9.0,5570.48,1500,6300.0,-729.5200000000001,10,4,3,Flow30,0.8842031746031745,16,10.375,17.125,193.75,14.5,7.0,15.666666666666666,333.3333333333333,1,8,2313.9700000000003,14.0,13.666666666666666
buy,1179.8613830702473,1185.12,1500.0,9.0,7617.6,1500,6900.0,717.6000000000001,11,4,3,Flow30,1.104,12,5.083333333333333,8.083333333333334,183.33333333333334,22.75,8.0,10.333333333333334,266.6666666666667,5,6,2329.2800000000016,12.0,26.0
sell,1179.8613830702473,1201.28,1500.0,9.0,4449.12,1500,6300.0,-1850.88,11,4,3,Flow30,0.7062095238095238,15,10.0,16.8,186.66666666666666,19.4,6.333333333333333,15.333333333333334,333.3333333333333,5,6,2329.2800000000016,12.0,18.666666666666668
buy,950.0169225603288,977.95,1500.0,9.0,5273.52,1500,6900.0,-1626.48,12,4,3,Flow30,0.7642782608695653,14,5.071428571428571,8.071428571428571,248.57142857142858,24.857142857142858,5.666666666666667,9.0,266.6666666666667,3,9,1907.2900000000009,14.0,26.0
sell,950.0169225603288,983.76,1500.0,9.0,3729.96,1500,6300.0,-2570.04,12,4,3,Flow30,0.5920571428571428,12,7.583333333333333,15.333333333333334,195.58333333333334,19.166666666666668,6.666666666666667,16.0,266.6666666666667,3,9,1907.2900000000009,14.0,13.666666666666666
buy,936.1961075809354,923.16,1200.0,6.0,6685.19,1200,8800.0,-2114.81,13,4,4,Flow30,0.7596806818181818,13,3.8461538461538463,7.769230769230769,234.30769230769232,24.53846153846154,4.666666666666667,8.666666666666666,266.6666666666667,3,8,1851.339999999995,19.0,26.0
sell,936.1961075809354,926.33,1200.0,6.0,2300.8,1200,1900.0,400.79999999999995,13,4,4,Flow30,1.2109473684210528,11,6.818181818181818,12.545454545454545,194.36363636363637,22.545454545454547,5.5,16.0,250.0,3,8,1851.339999999995,19.0,24.0
buy,930.3688562638022,949.0799999999999,1200.0,6.0,6903.04,1200,8800.0,-1896.96,14,4,4,Flow30,0.7844363636363636,11,4.636363636363637,7.2727272727272725,200.0,26.90909090909091,4.666666666666667,8.0,300.0,8,8,1862.620000000002,11.0,26.0
sell,930.3688562638022,937.61,1200.0,6.0,2518.51,1200,1900.0,618.5100000000002,14,4,4,Flow30,1.3255315789473685,15,6.8,14.266666666666667,148.6,22.666666666666668,5.0,14.333333333333334,233.33333333333334,8,8,1862.620000000002,11.0,16.0
buy,1179.5830686993343,1092.73,1200.0,6.0,7442.95,1200,8800.0,-1357.0499999999997,15,4,4,Flow30,0.8457897727272727,12,4.083333333333333,7.666666666666667,143.08333333333334,23.833333333333332,4.0,6.666666666666667,200.0,6,7,2245.830000000001,9.0,26.666666666666668
sell,1179.5830686993343,1120.77,1200.0,6.0,2642.51,1200,1900.0,742.5100000000001,15,4,4,Flow30,1.3907947368421054,11,6.090909090909091,13.0,161.45454545454547,22.09090909090909,5.0,14.0,200.0,6,7,2245.830000000001,9.0,18.666666666666668
buy,1078.0227764480362,1033.51,1200.0,6.0,6103.6900000000005,1200,8800.0,-2696.31,16,4,4,Flow30,0.6936011363636364,9,5.888888888888889,9.333333333333334,225.44444444444446,24.22222222222222,6.666666666666667,9.333333333333334,200.0,6,5,2101.869999999992,14.0,25.333333333333332
sell,1078.0227764480362,1048.99,1200.0,6.0,3227.25,1200,1900.0,1327.25,16,4,4,Flow30,1.6985526315789474,12,6.0,14.5,148.83333333333334,22.166666666666668,5.333333333333333,17.0,200.0,6,5,2101.869999999992,14.0,19.666666666666668
buy,1200.6054834529255,1221.29,1100.0,14.0,5857.129999999999,1100,2400.0,3457.1299999999997,17,4,5,Flow30,2.440470833333333,14,7.714285714285714,12.714285714285714,183.35714285714286,27.785714285714285,7.0,11.0,166.66666666666666,5,11,2127.8300000000017,15.0,25.333333333333332
sell,1200.6054834529255,1229.88,1100.0,14.0,5239.610000000001,1100,9300.0,-4060.39,17,4,5,Flow30,0.5633989247311828,10,10.0,16.6,210.0,22.6,6.666666666666667,16.666666666666668,233.33333333333334,5,11,2127.8300000000017,15.0,19.0
buy,1056.1459965276908,1011.01,1100.0,14.0,5257.88,1100,2400.0,2857.88,18,4,5,Flow30,2.1907833333333335,10,6.4,11.6,151.2,24.8,9.0,11.0,175.0,2,6,2054.370000000001,11.0,30.0
sell,1056.1459965276908,1027.54,1100.0,14.0,6034.84,1100,9300.0,-3265.1600000000003,18,4,5,Flow30,0.6489075268817205,9,8.777777777777779,17.333333333333332,255.33333333333334,19.88888888888889,8.5,16.5,325.0,2,6,2054.370000000001,11.0,20.5
buy,828.1778156291664,836.37,1100.0,14.0,4082.1000000000004,1100,2400.0,1682.1000000000001,19,4,5,Flow30,1.7008750000000001,10,8.9,13.0,183.8,26.8,6.0,12.0,300.0,4,8,1622.6900000000066,9.0,19.333333333333332
sell,828.1778156291664,827.06,1100.0,14.0,6190.23,1100,9300.0,-3109.77,19,4,5,Flow30,0.665616129032258,11,11.363636363636363,17.90909090909091,237.1818181818182,17.90909090909091,9.5,17.25,300.0,4,8,1622.6900000000066,9.0,20.25
buy,1066.645699072969,1110.48,1100.0,14.0,4421.55,1100,2400.0,2021.5500000000002,20,4,5,Flow30,1.8423125,11,7.0,12.727272727272727,200.9090909090909,27.09090909090909,10.0,15.0,233.33333333333334,4,9,2141.08,11.0,23.333333333333332
sell,1066.645699072969,1100.0,1100.0,14.0,6742.65,1100,9300.0,-2557.3500000000004,20,4,5,Flow30,0.725016129032258,8,9.875,17.625,212.5,22.125,10.0,17.666666666666668,266.6666666666667,4,9,2141.08,11.0,25.333333333333332
buy,480.0741326767171,491.25,1100.0,14.0,2693.62,1100,2400.0,293.62,1,5,1,Flow30,1.1223416666666666,11,3.5454545454545454,11.909090909090908,150.9090909090909,11.090909090909092,4.333333333333333,11.666666666666666,166.66666666666666,1,0,947.0800000000021,17.0,12.333333333333334
sell,480.0741326767171,484.63,1100.0,14.0,3013.73,1100,9300.0,-6286.2699999999995,1,5,1,Flow30,0.32405698924731186,11,13.272727272727273,19.818181818181817,272.72727272727275,8.454545454545455,13.25,19.5,325.0,1,0,947.0800000000021,17.0,14.75
buy,604.5467018916602,615.39,1100.0,14.0,3602.81,1100,2400.0,1202.81,2,5,1,Flow30,1.5011708333333333,11,3.272727272727273,12.272727272727273,107.27272727272727,11.181818181818182,2.5,13.25,112.5,1,1,1201.889999999999,11.0,8.5
sell,604.5467018916602,610.51,1100.0,14.0,3518.95,1100,9300.0,-5781.05,2,5,1,Flow30,0.3783817204301075,11,13.909090909090908,18.90909090909091,263.6363636363636,10.909090909090908,9.0,16.666666666666668,266.6666666666667,1,1,1201.889999999999,11.0,26.333333333333332
buy,694.3010489872897,669.41,1100.0,14.0,4002.48,1100,2400.0,1602.48,3,5,1,Flow30,1.6677,10,3.1,12.6,125.0,16.1,3.0,12.75,162.5,4,0,1347.300000000002,35.0,18.5
sell,694.3010489872897,670.03,1100.0,14.0,4318.8099999999995,1100,9300.0,-4981.1900000000005,3,5,1,Flow30,0.4643881720430107,9,10.666666666666666,18.666666666666668,255.55555555555554,23.333333333333332,9.5,19.0,287.5,4,0,1347.300000000002,35.0,27.75
buy,713.1605146542896,704.8,1100.0,14.0,3599.7599999999998,1100,2400.0,1199.7599999999998,4,5,1,Flow30,1.4999,11,3.727272727272727,11.818181818181818,128.9090909090909,12.363636363636363,4.0,13.5,125.0,4,0,1410.5899999999995,22.0,14.5
sell,713.1605146542896,713.81,1100.0,14.0,4612.8,1100,9300.0,-4687.2,4,5,1,Flow30,0.496,7,11.285714285714286,17.571428571428573,285.7142857142857,25.0,10.5,18.5,350.0,4,0,1410.5899999999995,22.0,27.75
buy,772.9409909844029,791.25,1200.0,6.0,5309.17,1200,8800.0,-3490.8300000000004,5,5,2,Flow30,0.6033147727272727,11,2.0,8.181818181818182,240.0,8.909090909090908,5.0,6.0,300.0,9,0,1528.3100000000027,16.0,10.0
sell,772.9409909844029,809.04,1200.0,6.0,2029.62,1200,1900.0,129.62000000000006,5,5,2,Flow30,1.068221052631579,15,8.066666666666666,15.866666666666667,216.33333333333334,27.333333333333332,8.0,20.0,300.0,9,0,1528.3100000000027,16.0,23.0
buy,1041.720722570267,1061.44,1200.0,6.0,7729.65,1200,8800.0,-1070.35,6,5,2,Flow30,0.8783693181818182,10,2.5,7.1,155.5,10.7,2.5,8.5,200.0,7,0,2054.069999999995,11.0,7.75
sell,1041.720722570267,1073.77,1200.0,6.0,2283.1400000000003,1200,1900.0,383.1400000000002,6,5,2,Flow30,1.2016526315789475,12,7.25,13.416666666666666,175.58333333333334,22.916666666666668,6.0,16.666666666666668,333.3333333333333,7,0,2054.069999999995,11.0,26.666666666666668
buy,956.3263564543417,973.6500000000001,1200.0,6.0,7587.9,1200,8800.0,-1212.1000000000004,7,5,2,Flow30,0.8622613636363636,12,2.8333333333333335,7.75,125.83333333333333,11.0,2.0,9.333333333333334,200.0,8,0,1864.1900000000007,9.0,10.666666666666666
sell,956.3263564543417,990.26,1200.0,6.0,2034.7599999999998,1200,1900.0,134.7599999999999,7,5,2,Flow30,1.0709263157894735,12,6.5,13.166666666666666,183.58333333333334,23.666666666666668,5.75,14.25,275.0,8,0,1864.1900000000007,9.0,25.5
buy,910.7948382148519,915.2,1200.0,6.0,7086.28,1200,8800.0,-1713.72,8,5,2,Flow30,0.8052590909090909,9,1.3333333333333333,8.666666666666666,137.77777777777777,11.333333333333334,1.3333333333333333,9.333333333333334,133.33333333333334,3,1,1800.8599999999997,11.0,10.0
sell,910.7948382148519,922.5,1200.0,6.0,1515.76,1200,1900.0,-384.24000000000007,8,5,2,Flow30,0.7977684210526316,12,5.833333333333333,13.916666666666666,174.33333333333334,18.75,5.25,15.25,278.25,3,1,1800.8599999999997,11.0,23.0
buy,1238.0485614199094,1259.57,1500.0,9.0,7410.1,1500,6900.0,510.0999999999999,9,5,3,Flow30,1.073927536231884,11,2.6363636363636362,9.727272727272727,157.27272727272728,14.454545454545455,3.5,11.5,225.0,5,1,2489.1199999999985,12.0,11.75
sell,1238.0485614199094,1265.21,1500.0,9.0,4346.88,1500,6300.0,-1953.12,9,5,3,Flow30,0.6899809523809524,7,7.142857142857143,15.142857142857142,235.71428571428572,25.571428571428573,6.666666666666667,14.333333333333334,316.6666666666667,5,1,2489.1199999999985,12.0,28.666666666666668
buy,,1301.19,1500.0,9.0,9492.77,1500,6900.0,2592.7700000000004,10,5,3,Flow30,1.375763768115942,13,2.076923076923077,8.846153846153847,156.76923076923077,14.23076923076923,1.75,9.75,200.0,5,0,2544.4500000000025,20.0,13.75
sell,,1300.0,1500.0,9.0,2507.77,1500,6300.0,-3792.23,10,5,3,Flow30,0.39805873015873017,5,5.4,10.2,260.0,30.0,5.666666666666667,12.0,300.0,5,0,2544.4500000000025,20.0,30.0
buy,1197.1826538042276,1251.08,1500.0,9.0,8879.28,1500,6900.0,1979.28,11,5,3,Flow30,1.2868521739130436,13,2.3846153846153846,8.923076923076923,155.30769230769232,16.23076923076923,2.1666666666666665,8.5,200.0,5,2,2408.6200000000013,9.0,12.166666666666666
sell,1197.1826538042276,1248.73,1500.0,9.0,3135.59,1500,6300.0,-3164.41,11,5,3,Flow30,0.49771269841269844,5,5.2,12.4,260.0,30.0,5.75,13.0,250.0,5,2,2408.6200000000013,9.0,30.0
buy,1146.7052670789503,1186.12,1500.0,9.0,8001.2,1500,6900.0,1101.1999999999998,12,5,3,Flow30,1.1595942028985506,11,2.3636363636363638,9.636363636363637,167.27272727272728,15.818181818181818,2.5,10.5,200.0,2,1,2291.989999999997,16.0,15.25
sell,1146.7052670789503,1179.0,1500.0,9.0,3401.42,1500,6300.0,-2898.58,12,5,3,Flow30,0.5399079365079366,8,3.125,12.125,216.25,20.75,4.5,14.0,300.0,2,1,2291.989999999997,16.0,17.0
buy,1131.4321808523528,1156.93,1200.0,6.0,8012.23,1200,8800.0,-787.7700000000003,13,5,4,Flow30,0.9104806818181818,15,2.066666666666667,8.4,210.0,15.666666666666666,3.3333333333333335,9.0,133.33333333333334,2,2,2257.569999999999,10.0,23.666666666666668
sell,1131.4321808523528,1177.69,1200.0,6.0,2546.59,1200,1900.0,646.5899999999999,13,5,4,Flow30,1.3403105263157895,6,4.666666666666667,10.333333333333334,238.16666666666666,23.833333333333332,5.25,11.5,312.5,2,2,2257.569999999999,10.0,25.0
buy,1010.6047692062306,1021.72,1200.0,6.0,7278.21,1200,8800.0,-1521.7900000000004,14,5,4,Flow30,0.8270693181818182,13,1.9230769230769231,8.538461538461538,153.84615384615384,14.461538461538462,3.0,6.666666666666667,133.33333333333334,2,2,1977.3999999999996,10.0,20.666666666666668
sell,1010.6047692062306,1036.04,1200.0,6.0,2249.85,1200,1900.0,349.85,14,5,4,Flow30,1.1841315789473683,7,4.142857142857143,11.857142857142858,229.42857142857142,15.571428571428571,5.5,11.5,300.0,2,2,1977.3999999999996,10.0,15.25
buy,1185.6874402556741,1209.0,1200.0,6.0,7138.47,1200,8800.0,-1661.5299999999995,15,5,4,Flow30,0.8111897727272728,10,3.1,9.0,150.0,14.1,2.25,9.0,150.0,3,2,2380.809999999997,12.0,13.75
sell,1185.6874402556741,1215.51,1200.0,6.0,3394.36,1200,1900.0,1494.3600000000001,15,5,4,Flow30,1.7865052631578948,8,5.75,12.25,199.5,19.0,5.0,11.75,300.0,3,2,2380.809999999997,12.0,25.0
buy,,1246.17,1200.0,6.0,7451.26,1200,8800.0,-1348.74,16,5,4,Flow30,0.8467340909090909,13,2.769230769230769,8.538461538461538,115.38461538461539,17.23076923076923,3.3333333333333335,10.0,133.33333333333334,5,5,2392.19,17.0,17.666666666666668
sell,,1264.71,1200.0,6.0,3084.16,1200,1900.0,1184.16,16,5,4,Flow30,1.6232421052631578,11,5.454545454545454,12.909090909090908,158.27272727272728,19.181818181818183,5.5,14.25,203.5,5,5,2392.19,17.0,18.0
buy,880.3867138228533,907.75,1100.0,14.0,7370.57,1100,2400.0,4970.57,17,5,5,Flow30,3.071070833333333,13,4.076923076923077,11.384615384615385,119.6923076923077,12.923076923076923,3.5,11.25,162.5,3,0,1732.2999999999959,12.0,13.0
sell,880.3867138228533,908.29,1100.0,14.0,3588.51,1100,9300.0,-5711.49,17,5,5,Flow30,0.38586129032258065,11,9.363636363636363,15.454545454545455,234.54545454545453,20.272727272727273,11.5,19.0,300.0,3,0,1732.2999999999959,12.0,27.0
buy,808.865929820544,896.38,1100.0,14.0,6118.62,1100,2400.0,3718.62,18,5,5,Flow30,2.549425,11,4.818181818181818,11.818181818181818,111.27272727272727,16.09090909090909,4.0,12.75,150.0,6,0,1610.0200000000007,11.0,12.75
sell,808.865929820544,863.9,1100.0,14.0,4609.26,1100,9300.0,-4690.74,18,5,5,Flow30,0.4956193548387097,10,10.8,14.8,168.0,24.1,12.0,16.333333333333332,300.0,6,0,1610.0200000000007,11.0,20.666666666666668
buy,817.3147398076094,875.49,1100.0,14.0,6562.8,1100,2400.0,4162.8,19,5,5,Flow30,2.7345,11,4.181818181818182,12.363636363636363,118.18181818181819,15.363636363636363,4.0,12.5,150.0,5,1,1629.4700000000003,9.0,11.25
sell,817.3147398076094,862.77,1100.0,14.0,4090.49,1100,9300.0,-5209.51,19,5,5,Flow30,0.43983763440860213,9,9.11111111111111,14.11111111111111,231.11111111111111,22.0,9.666666666666666,13.0,400.0,5,1,1629.4700000000003,9.0,24.0
buy,781.2659663486477,812.63,1100.0,14.0,5665.5,1100,2400.0,3265.5,20,5,5,Flow30,2.360625,12,3.0833333333333335,12.333333333333334,122.5,13.916666666666666,3.0,12.75,150.0,5,3,1562.8900000000006,10.0,13.5
sell,781.2659663486477,818.6800000000001,1100.0,14.0,4548.01,1100,9300.0,-4751.99,20,5,5,Flow30,0.4890333333333334,9,8.666666666666666,16.333333333333332,195.55555555555554,23.11111111111111,9.666666666666666,13.666666666666666,400.0,5,3,1562.8900000000006,10.0,23.333333333333332
buy,832.8121286030688,854.7,1100.0,14.0,4620.7,1100,2400.0,2220.7000000000003,1,6,1,Flow60,1.9252916666666666,16,4.625,10.8125,140.625,37.8125,3.5,10.0,150.0,1,1,1657.059999999998,17.0,50.25
sell,832.8121286030688,868.6,1100.0,14.0,5066.31,1100,9300.0,-4233.69,1,6,1,Flow60,0.5447645161290323,13,13.307692307692308,18.153846153846153,238.46153846153845,33.0,10.25,15.75,375.0,1,1,1657.059999999998,17.0,30.5
buy,700.354658481756,704.94,1100.0,14.0,3124.63,1100,2400.0,724.63,2,6,1,Flow60,1.3019291666666668,15,3.6,11.4,182.93333333333334,37.266666666666666,3.0,10.25,162.5,1,2,1379.9000000000003,13.0,50.25
sell,700.354658481756,707.5799999999999,1100.0,14.0,3905.13,1100,9300.0,-5394.87,2,6,1,Flow60,0.41990645161290324,12,10.916666666666666,17.083333333333332,250.25,19.083333333333332,13.666666666666666,16.666666666666668,300.0,1,2,1379.9000000000003,13.0,18.0
buy,1090.5890796765907,1103.5,1100.0,14.0,4155.4,1100,2400.0,1755.4,3,6,1,Flow60,1.7314166666666666,14,6.142857142857143,12.214285714285714,174.42857142857142,38.214285714285715,4.0,12.333333333333334,233.33333333333334,2,2,2205.680000000007,12.0,51.0
sell,1090.5890796765907,1107.98,1100.0,14.0,7227.110000000001,1100,9300.0,-2072.89,3,6,1,Flow60,0.7771086021505377,12,12.083333333333334,17.5,223.33333333333334,28.5,11.2,16.2,360.0,2,2,2205.680000000007,12.0,30.6
buy,1128.461780632017,1062.54,1100.0,14.0,3078.76,1100,2400.0,678.7600000000001,4,6,1,Flow60,1.2828166666666667,12,4.0,12.5,221.66666666666666,39.0,5.25,13.25,212.5,3,4,2179.5000000000023,11.0,38.5
sell,1128.461780632017,1052.08,1100.0,14.0,7651.03,1100,9300.0,-1648.9700000000003,4,6,1,Flow60,0.8226913978494623,15,12.133333333333333,17.666666666666668,150.0,24.266666666666666,11.0,14.666666666666666,266.6666666666667,3,4,2179.5000000000023,11.0,44.0
buy,781.6042297016077,799.3399999999999,1200.0,6.0,4256.07,1200,8800.0,-4543.93,5,6,2,Flow60,0.48364431818181813,16,2.625,7.5,210.625,36.0,2.0,9.666666666666666,233.33333333333334,3,4,1565.4800000000007,9.0,53.0
sell,781.6042297016077,807.55,1200.0,6.0,5077.33,1200,1900.0,3177.33,5,6,2,Flow60,2.672278947368421,12,9.666666666666666,16.0,189.08333333333334,35.083333333333336,8.5,16.0,207.5,3,4,1565.4800000000007,9.0,32.5
buy,1154.028634406153,1201.2,1200.0,6.0,6403.16,1200,8800.0,-2396.84,6,6,2,Flow60,0.7276318181818182,15,3.4,6.733333333333333,367.8666666666667,34.86666666666667,2.3333333333333335,7.0,400.0,4,6,2364.4300000000035,9.0,43.0
sell,1154.028634406153,1201.0,1200.0,6.0,4224.28,1200,1900.0,2324.2799999999997,6,6,2,Flow60,2.2233052631578945,10,8.7,12.2,250.0,43.7,7.666666666666667,14.0,366.6666666666667,4,6,2364.4300000000035,9.0,34.333333333333336
buy,948.9774486817479,975.77,1200.0,6.0,5183.77,1200,8800.0,-3616.2299999999996,7,6,2,Flow60,0.5890647727272728,13,2.769230769230769,7.076923076923077,250.0,36.38461538461539,2.0,13.0,300.0,2,2,1885.3200000000027,11.0,51.0
sell,948.9774486817479,986.5699999999999,1200.0,6.0,4758.18,1200,1900.0,2858.18,7,6,2,Flow60,2.504305263157895,11,8.363636363636363,14.636363636363637,208.0909090909091,34.36363636363637,8.25,14.25,300.0,2,2,1885.3200000000027,11.0,38.5
buy,1086.0882699391016,1109.1100000000001,1200.0,6.0,6442.27,1200,8800.0,-2357.7299999999996,8,6,2,Flow60,0.7320761363636364,15,3.2666666666666666,7.333333333333333,253.13333333333333,33.53333333333333,3.5,8.0,300.0,4,5,2176.6999999999985,10.0,48.25
sell,1086.0882699391016,1111.3899999999999,1200.0,6.0,3801.01,1200,1900.0,1901.0100000000002,8,6,2,Flow60,2.0005315789473683,12,7.666666666666667,13.333333333333334,244.66666666666666,43.5,8.0,14.0,350.0,4,5,2176.6999999999985,10.0,38.25
buy,1398.760886186279,1458.62,1500.0,9.0,7527.44,1500,6900.0,627.4399999999996,9,6,3,Flow60,1.0909333333333333,14,3.857142857142857,8.857142857142858,249.07142857142858,48.642857142857146,2.6666666666666665,7.666666666666667,300.0,3,9,2828.0699999999993,9.0,55.0
sell,1398.760886186279,1483.79,1500.0,9.0,5579.23,1500,6300.0,-720.7700000000001,9,6,3,Flow60,0.8855920634920634,8,10.0,14.25,287.5,38.25,7.25,14.25,375.0,3,9,2828.0699999999993,9.0,37.75
buy,1305.0692615850926,1361.78,1500.0,9.0,6492.46,1500,6900.0,-407.54,10,6,3,Flow60,0.940936231884058,11,4.0,8.818181818181818,246.0,47.36363636363637,2.0,8.666666666666666,316.6666666666667,2,4,2620.9799999999955,9.0,59.0
sell,1305.0692615850926,1345.01,1500.0,9.0,5395.95,1500,6300.0,-904.0499999999998,10,6,3,Flow60,0.8564999999999999,9,8.666666666666666,15.444444444444445,194.44444444444446,29.0,6.666666666666667,14.333333333333334,300.0,2,4,2620.9799999999955,9.0,32.666666666666664
buy,1234.9381631924032,1260.14,1500.0,9.0,5960.7699999999995,1500,6900.0,-939.2300000000002,11,6,3,Flow60,0.8638797101449275,14,3.9285714285714284,8.642857142857142,198.28571428571428,42.642857142857146,3.6666666666666665,9.333333333333334,233.33333333333334,4,7,2479.029999999995,10.0,57.0
sell,1234.9381631924032,1272.99,1500.0,9.0,5461.32,1500,6300.0,-838.68,11,6,3,Flow60,0.8668761904761905,11,10.545454545454545,15.090909090909092,213.54545454545453,31.818181818181817,7.75,15.25,325.0,4,7,2479.029999999995,10.0,39.75
buy,1387.0910182166715,1430.4099999999999,1500.0,9.0,6798.5599999999995,1500,6900.0,-101.43999999999994,12,6,3,Flow60,0.9852985507246376,13,3.0,10.153846153846153,176.46153846153845,43.0,4.25,10.25,325.0,5,6,2784.9299999999957,9.0,48.5
sell,1387.0910182166715,1441.6100000000001,1500.0,9.0,5861.31,1500,6300.0,-438.69,12,6,3,Flow60,0.9303666666666667,12,10.083333333333334,14.75,216.66666666666666,38.166666666666664,8.0,13.5,325.0,5,6,2784.9299999999957,9.0,39.75
buy,1124.418183312214,1142.95,1200.0,6.0,6898.59,1200,8800.0,-1901.4099999999999,13,6,4,Flow60,0.7839306818181818,16,2.0625,6.5625,233.0,49.8125,3.25,9.0,350.0,3,9,2183.0099999999998,7.0,48.0
sell,1124.418183312214,1162.42,1200.0,6.0,3086.42,1200,1900.0,1186.42,13,6,4,Flow60,1.6244315789473684,8,7.75,14.125,293.75,36.625,6.25,13.5,325.0,3,9,2183.0099999999998,7.0,37.5
buy,1061.2121985123742,1104.19,1200.0,6.0,7149.88,1200,8800.0,-1650.12,14,6,4,Flow60,0.8124863636363636,11,4.2727272727272725,6.545454545454546,243.54545454545453,54.63636363636363,3.0,5.0,350.0,3,7,2149.0099999999984,10.0,60.0
sell,1061.2121985123742,1111.3,1200.0,6.0,3365.81,1200,1900.0,1465.81,14,6,4,Flow60,1.771478947368421,6,8.166666666666666,13.166666666666666,243.33333333333334,40.833333333333336,6.0,12.333333333333334,333.3333333333333,3,7,2149.0099999999984,10.0,47.0
buy,1169.5978800466437,1191.68,1200.0,6.0,7253.64,1200,8800.0,-1546.36,15,6,4,Flow60,0.8242772727272728,11,3.272727272727273,6.2727272727272725,234.54545454545453,48.27272727272727,2.0,5.5,100.0,4,7,2347.2799999999966,13.0,46.5
sell,1169.5978800466437,1195.37,1200.0,6.0,3395.6,1200,1900.0,1495.6,15,6,4,Flow60,1.787157894736842,9,7.0,12.777777777777779,283.0,46.44444444444444,6.333333333333333,13.666666666666666,366.6666666666667,4,7,2347.2799999999966,13.0,34.333333333333336
buy,1088.234589008218,1119.51,1200.0,6.0,6541.23,1200,8800.0,-2258.77,16,6,4,Flow60,0.7433215909090909,11,2.4545454545454546,6.0,238.54545454545453,48.72727272727273,2.3333333333333335,6.333333333333333,100.0,4,7,2211.2700000000004,11.0,58.666666666666664
sell,1088.234589008218,1129.19,1200.0,6.0,3281.62,1200,1900.0,1381.62,16,6,4,Flow60,1.7271684210526315,8,9.375,15.375,237.75,39.75,6.25,13.0,350.0,4,7,2211.2700000000004,11.0,45.0
buy,958.8465166028107,924.48,1100.0,14.0,7391.030000000001,1100,2400.0,4991.030000000001,17,6,5,Flow60,3.0795958333333338,13,3.3846153846153846,8.153846153846153,212.30769230769232,41.53846153846154,2.6666666666666665,7.333333333333333,166.66666666666666,3,7,1751.7999999999984,10.0,55.0
sell,958.8465166028107,918.5699999999999,1100.0,14.0,3026.2,1100,9300.0,-6273.8,17,6,5,Flow60,0.32539784946236555,10,10.1,14.5,319.0,45.0,9.0,12.666666666666666,366.6666666666667,3,7,1751.7999999999984,10.0,49.0
buy,770.868491666186,839.04,1100.0,14.0,6585.889999999999,1100,2400.0,4185.889999999999,18,6,5,Flow60,2.744120833333333,20,4.1,10.0,218.35,42.8,4.5,10.25,300.0,3,9,1592.1400000000006,17.0,47.75
sell,770.868491666186,899.76,1100.0,14.0,3873.13,1100,9300.0,-5426.870000000001,18,6,5,Flow60,0.4164655913978495,7,9.285714285714286,13.714285714285714,255.71428571428572,45.857142857142854,9.25,13.75,250.0,3,9,1592.1400000000006,17.0,45.75
buy,903.4092604089395,947.77,1100.0,14.0,7753.639999999999,1100,2400.0,5353.64,19,6,5,Flow60,3.230683333333333,16,4.125,10.625,210.5,32.0,3.25,9.75,300.0,4,6,1743.7700000000038,14.0,47.5
sell,903.4092604089395,971.05,1100.0,14.0,3411.79,1100,9300.0,-5888.209999999999,19,6,5,Flow60,0.3668591397849462,8,11.125,14.25,297.5,46.5,12.0,14.0,366.6666666666667,4,6,1743.7700000000038,14.0,48.0
buy,910.2532494018444,983.1600000000001,1100.0,14.0,6616.6900000000005,1100,2400.0,4216.69,20,6,5,Flow60,2.756954166666667,13,4.461538461538462,11.153846153846153,259.3076923076923,40.61538461538461,4.0,9.0,333.3333333333333,2,7,1801.4200000000005,9.0,43.333333333333336
sell,910.2532494018444,954.65,1100.0,14.0,4743.11,1100,9300.0,-4556.89,20,6,5,Flow60,0.5100118279569892,5,11.6,13.6,260.0,39.8,12.0,14.333333333333334,266.6666666666667,2,7,1801.4200000000005,9.0,44.0
