direction,cumulative_quantity,fill_quantity,ce_quantity,ce_price,cash,in_market_quantity,ce_profit,excess_profit,period,group,block,format,gross_profits_norm,order_num,order_price_low,order_price_high,order_quantity,order_rate,order_price_low_initial,order_price_high_initial,order_quantity_initial,max_quantity/rate_orders_sell,max_quantity/rate_orders_buy,rational_shares,no_trans,order_rate_initial
sell,1082.2670551591818,1056.07,1200.0,6.0,2350.83,1200,1900.0,450.83,15,1,4,Flow30,1.237278947368421,14,6.714285714285714,11.642857142857142,173.57142857142858,25.142857142857142,5.75,14.5,287.5,10,2,2104.2799999999993,13.0,26.75
buy,1259.0782943788577,1268.93,1200.0,6.0,7763.13,1200,8800.0,-1036.87,16,1,4,Flow30,0.8821738636363636,13,1.8461538461538463,6.615384615384615,127.53846153846153,16.46153846153846,1.0,7.75,250.0,9,1,2420.4300000000067,10.0,19.0
sell,1259.0782943788577,1278.4,1200.0,6.0,2488.77,1200,1900.0,588.7700000000001,16,1,4,Flow30,1.3098789473684211,13,5.6923076923076925,12.23076923076923,163.84615384615384,25.923076923076923,5.75,12.75,287.5,9,1,2420.4300000000067,10.0,27.5
buy,822.0293707228391,823.49,1100.0,14.0,4801.08,1100,2400.0,2401.08,17,1,5,Flow30,2.00045,14,1.9285714285714286,12.071428571428571,180.21428571428572,22.785714285714285,2.6666666666666665,11.666666666666666,183.33333333333334,4,3,1587.819999999996,10.0,26.333333333333332
sell,822.0293707228391,820.96,1100.0,14.0,4730.719999999999,1100,9300.0,-4569.280000000001,17,1,5,Flow30,0.5086795698924731,14,11.142857142857142,16.428571428571427,180.71428571428572,19.857142857142858,10.666666666666666,18.666666666666668,300.0,4,3,1587.819999999996,10.0,24.666666666666668
buy,968.5300815234816,1002.67,1100.0,14.0,4915.61,1100,2400.0,2515.6099999999997,18,1,5,Flow30,2.0481708333333333,14,1.7857142857142858,12.857142857142858,164.42857142857142,22.214285714285715,3.0,13.25,181.25,4,5,1950.8199999999995,11.0,25.0
sell,968.5300815234816,1000.0,1100.0,14.0,5556.66,1100,9300.0,-3743.34,18,1,5,Flow30,0.5974903225806452,9,12.88888888888889,16.88888888888889,311.1111111111111,25.22222222222222,10.666666666666666,17.0,366.6666666666667,4,5,1950.8199999999995,11.0,27.666666666666668
buy,1079.5678823005544,1086.33,1100.0,14.0,4125.64,1100,2400.0,1725.64,19,1,5,Flow30,1.7190166666666669,11,3.1818181818181817,13.363636363636363,161.8181818181818,24.181818181818183,1.75,14.0,268.75,5,3,2146.5499999999997,13.0,26.5
sell,1079.5678823005544,1094.73,1100.0,14.0,6237.16,1100,9300.0,-3062.84,19,1,5,Flow30,0.6706623655913978,10,12.2,16.1,244.4,26.2,10.666666666666666,15.0,366.6666666666667,5,3,2146.5499999999997,13.0,28.0
buy,974.6432183574711,993.87,1100.0,14.0,3442.85,1100,2400.0,1042.85,20,1,5,Flow30,1.4345208333333332,7,3.2857142857142856,14.0,204.28571428571428,28.142857142857142,3.5,14.0,237.5,7,4,1949.340000000003,9.0,27.25
sell,974.6432183574711,990.11,1100.0,14.0,6876.02,1100,9300.0,-2423.9800000000005,20,1,5,Flow30,0.7393569892473119,9,12.777777777777779,17.22222222222222,248.88888888888889,24.77777777777778,12.333333333333334,17.0,366.6666666666667,7,4,1949.340000000003,9.0,30.0
buy,821.7237714439758,816.8499999999999,1100.0,14.0,4071.0899999999997,1100,2400.0,1671.09,1,2,1,Flow30,1.6962875,10,4.5,12.9,190.0,15.0,5.5,14.0,200.0,3,0,1470.410000000002,15.0,20.5
sell,821.7237714439758,803.64,1100.0,14.0,4286.43,1100,9300.0,-5013.57,1,2,1,Flow30,0.4609064516129033,15,10.933333333333334,17.866666666666667,166.0,17.466666666666665,9.666666666666666,16.666666666666668,166.66666666666666,3,0,1470.410000000002,15.0,22.0
buy,873.3888844275356,800.78,1100.0,14.0,2965.92,1100,2400.0,565.92,2,2,1,Flow30,1.2358,16,5.625,12.0625,188.125,15.9375,5.0,11.333333333333334,266.6666666666667,6,2,1673.1499999999976,11.0,25.0
sell,873.3888844275356,802.0400000000001,1100.0,14.0,5073.43,1100,9300.0,-4226.57,2,2,1,Flow30,0.5455301075268818,17,12.529411764705882,18.294117647058822,140.0,17.235294117647058,11.333333333333334,18.333333333333332,166.66666666666666,6,2,1673.1499999999976,11.0,22.666666666666668
buy,929.7940870217185,898.5699999999999,1100.0,14.0,3203.6,1100,2400.0,803.5999999999999,3,2,1,Flow30,1.3348333333333333,14,5.285714285714286,11.714285714285714,146.42857142857142,17.642857142857142,4.0,10.5,200.0,6,2,1816.8600000000015,12.0,16.5
sell,929.7940870217185,885.78,1100.0,14.0,6209.03,1100,9300.0,-3090.9700000000003,3,2,1,Flow30,0.6676376344086021,17,14.0,18.41176470588235,172.35294117647058,19.470588235294116,13.0,18.0,233.33333333333334,6,2,1816.8600000000015,12.0,13.333333333333334
buy,838.7673659606281,751.78,1100.0,14.0,2840.33,1100,2400.0,440.33000000000004,4,2,1,Flow30,1.1834708333333332,14,6.571428571428571,12.857142857142858,214.14285714285714,15.857142857142858,5.5,12.75,225.0,7,3,1568.570000000001,7.0,16.5
sell,838.7673659606281,760.77,1100.0,14.0,4888.57,1100,9300.0,-4411.43,4,2,1,Flow30,0.525652688172043,12,13.25,18.833333333333332,119.16666666666667,24.75,13.0,18.5,162.5,7,3,1568.570000000001,7.0,26.25
buy,791.5873735623423,714.61,1200.0,6.0,2947.08,1200,8800.0,-5852.92,5,2,2,Flow30,0.33489545454545455,11,3.8181818181818183,8.181818181818182,254.54545454545453,17.0,5.333333333333333,10.333333333333334,300.0,10,3,1502.56,9.0,19.333333333333332
sell,791.5873735623423,719.7800000000001,1200.0,6.0,4860.9400000000005,1200,1900.0,2960.94,5,2,2,Flow30,2.558389473684211,17,10.529411764705882,17.705882352941178,189.64705882352942,25.941176470588236,10.666666666666666,18.666666666666668,266.6666666666667,10,3,1502.56,9.0,29.333333333333332
buy,827.4655707402331,859.61,1200.0,6.0,4367.509999999999,1200,8800.0,-4432.490000000001,6,2,2,Flow30,0.49630795454545445,15,3.2666666666666666,8.2,216.53333333333333,19.6,4.5,9.0,287.5,8,4,1596.720000000001,10.0,20.5
sell,827.4655707402331,872.7,1200.0,6.0,4423.78,1200,1900.0,2523.7799999999997,6,2,2,Flow30,2.3283052631578944,15,9.133333333333333,17.0,170.0,23.2,10.8,17.8,220.0,8,4,1596.720000000001,10.0,23.8
buy,656.3649816593011,694.96,1200.0,6.0,3875.2799999999997,1200,8800.0,-4924.72,7,2,2,Flow30,0.44037272727272725,14,4.357142857142857,8.428571428571429,168.57142857142858,26.714285714285715,6.0,11.333333333333334,216.66666666666666,7,9,1344.6499999999999,30.0,23.666666666666668
sell,656.3649816593011,704.12,1200.0,6.0,4525.09,1200,1900.0,2625.09,7,2,2,Flow30,2.381626315789474,12,10.5,17.5,161.66666666666666,22.333333333333332,8.6,17.6,220.0,7,9,1344.6499999999999,30.0,25.8
buy,696.6683672506493,709.64,1200.0,6.0,4874.34,1200,8800.0,-3925.66,8,2,2,Flow30,0.5539022727272728,15,3.7333333333333334,8.466666666666667,206.66666666666666,24.6,6.0,10.4,240.0,7,7,1438.1399999999987,18.0,23.4
sell,696.6683672506493,757.02,1200.0,6.0,3927.54,1200,1900.0,2027.54,8,2,2,Flow30,2.0671263157894737,10,8.1,16.6,138.0,26.0,7.0,16.25,200.0,7,7,1438.1399999999987,18.0,24.75
buy,940.8022836316798,751.0899999999999,1500.0,9.0,3382.7799999999997,1500,6900.0,-3517.2200000000003,9,2,3,Flow30,0.4902579710144927,18,4.0,10.166666666666666,222.72222222222223,23.055555555555557,4.25,11.25,262.5,4,7,1682.920000000001,10.0,21.75
sell,940.8022836316798,769.25,1500.0,9.0,3307.54,1500,6300.0,-2992.46,9,2,3,Flow30,0.5250063492063493,8,8.625,17.0,193.75,22.625,9.666666666666666,17.666666666666668,250.0,4,7,1682.920000000001,10.0,29.333333333333332
buy,954.9338772131945,971.79,1500.0,9.0,4401.5599999999995,1500,6900.0,-2498.44,10,2,3,Flow30,0.6379072463768115,12,3.8333333333333335,10.083333333333334,204.16666666666666,20.083333333333332,5.25,12.0,250.0,5,5,1925.2400000000007,11.0,21.25
sell,954.9338772131945,988.34,1500.0,9.0,5047.61,1500,6300.0,-1252.39,10,2,3,Flow30,0.8012079365079364,11,9.272727272727273,16.0,158.1818181818182,19.09090909090909,8.0,16.25,275.0,5,5,1925.2400000000007,11.0,25.25
buy,1137.7230336900168,1062.76,1500.0,9.0,4049.34,1500,6900.0,-2850.6600000000003,11,2,3,Flow30,0.5868608695652174,14,4.142857142857143,10.142857142857142,196.42857142857142,24.571428571428573,3.75,11.25,250.0,9,9,2186.93,8.0,22.0
sell,1137.7230336900168,1078.64,1500.0,9.0,5359.04,1500,6300.0,-940.96,11,2,3,Flow30,0.8506412698412699,11,8.909090909090908,16.545454545454547,153.63636363636363,26.727272727272727,8.75,17.25,262.5,9,9,2186.93,8.0,25.75
buy,1219.1153816819644,1238.04,1500.0,9.0,4541.62,1500,6900.0,-2358.38,12,2,3,Flow30,0.6582057971014492,11,5.2727272727272725,9.0,200.0,25.181818181818183,5.0,10.75,287.5,10,7,2434.9000000000015,11.0,25.0
sell,1219.1153816819644,1246.49,1500.0,9.0,6302.3099999999995,1500,6300.0,2.3099999999999454,12,2,3,Flow30,1.0003666666666666,15,11.466666666666667,17.466666666666665,153.33333333333334,23.866666666666667,11.25,16.25,237.5,10,7,2434.9000000000015,11.0,24.75
buy,861.218009344297,782.98,1200.0,6.0,5114.84,1200,8800.0,-3685.1600000000003,13,2,4,Flow30,0.5812318181818182,10,2.5,8.0,275.0,26.3,4.0,9.666666666666666,366.6666666666667,9,5,1515.9199999999953,9.0,24.333333333333332
sell,861.218009344297,786.91,1200.0,6.0,2208.94,1200,1900.0,308.94,13,2,4,Flow30,1.1626,14,10.071428571428571,17.214285714285715,175.0,23.571428571428573,10.0,18.333333333333332,266.6666666666667,9,5,1515.9199999999953,9.0,30.0
buy,1104.8261531693047,1018.84,1200.0,6.0,5937.44,1200,8800.0,-2862.56,14,2,4,Flow30,0.6747090909090908,14,3.5,7.214285714285714,291.35714285714283,25.642857142857142,2.6666666666666665,6.666666666666667,383.3333333333333,5,8,2051.610000000002,12.0,27.333333333333332
sell,1104.8261531693047,1037.05,1200.0,6.0,2301.48,1200,1900.0,401.4800000000001,14,2,4,Flow30,1.2113052631578947,10,6.2,15.2,200.9,20.6,6.25,16.0,237.5,5,8,2051.610000000002,12.0,20.0
buy,1050.7951903261978,921.55,1200.0,6.0,5172.19,1200,8800.0,-3627.81,15,2,4,Flow30,0.5877488636363636,13,2.6153846153846154,7.230769230769231,256.9230769230769,25.846153846153847,4.0,10.0,290.0,7,8,1960.8199999999945,11.0,26.5
sell,1050.7951903261978,941.91,1200.0,6.0,3253.29,1200,1900.0,1353.29,15,2,4,Flow30,1.712257894736842,12,8.416666666666666,17.0,166.66666666666666,22.0,8.0,15.666666666666666,200.0,7,8,1960.8199999999945,11.0,26.666666666666668
buy,968.5547524487067,970.24,1200.0,6.0,6058.82,1200,8800.0,-2741.18,16,2,4,Flow30,0.6885022727272727,12,2.4166666666666665,6.583333333333333,316.6666666666667,26.25,4.0,8.25,387.5,8,10,1929.0399999999997,11.0,25.5
sell,968.5547524487067,975.6,1200.0,6.0,2019.35,1200,1900.0,119.35000000000002,16,2,4,Flow30,1.0628157894736843,10,7.4,16.2,189.0,27.8,6.0,16.666666666666668,266.6666666666667,8,10,1929.0399999999997,11.0,30.0
buy,1089.2073082828633,1065.83,1100.0,14.0,7376.030000000001,1100,2400.0,4976.030000000001,17,2,5,Flow30,3.0733458333333337,15,2.6666666666666665,7.866666666666666,149.73333333333332,22.333333333333332,6.333333333333333,11.0,266.6666666666667,6,9,1756.8899999999999,7.0,21.333333333333332
sell,1089.2073082828633,1058.35,1100.0,14.0,1503.9099999999999,1100,9300.0,-7796.09,17,2,5,Flow30,0.16171075268817203,10,8.2,15.2,182.5,24.6,6.5,15.25,250.0,6,9,1756.8899999999999,7.0,28.25
buy,1028.5348203973506,997.29,1100.0,14.0,5789.24,1100,2400.0,3389.2400000000002,18,2,5,Flow30,2.412183333333333,20,4.1,9.3,131.05,23.3,4.5,11.0,250.0,5,12,1815.3599999999974,21.0,23.0
sell,1028.5348203973506,986.01,1100.0,14.0,3651.75,1100,9300.0,-5648.25,18,2,5,Flow30,0.3926612903225806,8,9.25,16.25,181.25,27.875,6.333333333333333,14.0,283.3333333333333,5,12,1815.3599999999974,21.0,27.666666666666668
buy,1077.7187964762845,1090.0,1100.0,14.0,6926.0,1100,2400.0,4526.0,19,2,5,Flow30,2.8858333333333333,13,4.923076923076923,10.307692307692308,184.84615384615384,23.0,5.5,12.0,262.5,5,7,1777.5700000000027,16.0,23.5
sell,1077.7187964762845,1101.83,1100.0,14.0,2391.75,1100,9300.0,-6908.25,19,2,5,Flow30,0.25717741935483873,9,7.888888888888889,15.88888888888889,202.22222222222223,26.0,6.75,16.25,225.0,5,7,1777.5700000000027,16.0,27.25
buy,1018.5237189546733,991.27,1100.0,14.0,5466.38,1100,2400.0,3066.38,20,2,5,Flow30,2.2776583333333336,10,5.1,11.0,191.8,23.8,5.75,12.0,287.5,9,6,1793.3299999999986,13.0,23.0
sell,1018.5237189546733,988.19,1100.0,14.0,3949.88,1100,9300.0,-5350.12,20,2,5,Flow30,0.4247182795698925,11,9.454545454545455,16.90909090909091,150.0,29.727272727272727,7.75,17.0,225.0,9,6,1793.3299999999986,13.0,29.75
buy,647.5335975575847,672.51,1100.0,14.0,1274.52,1100,2400.0,-1125.48,1,3,1,Flow30,0.53105,13,7.0,11.461538461538462,141.92307692307693,8.692307692307692,7.5,9.5,55.0,2,0,1146.0399999999995,28.0,5.5
sell,647.5335975575847,670.41,1100.0,14.0,5777.4800000000005,1100,9300.0,-3522.52,1,3,1,Flow30,0.6212344086021506,11,12.818181818181818,17.272727272727273,112.18181818181819,12.363636363636363,11.5,14.0,100.0,2,0,1146.0399999999995,28.0,19.0
buy,764.4735473482956,765.65,1100.0,14.0,1795.59,1100,2400.0,-604.4100000000001,2,3,1,Flow30,0.7481625,14,7.714285714285714,13.642857142857142,137.21428571428572,15.357142857142858,6.0,11.0,100.0,0,2,1286.5600000000006,11.0,16.0
sell,764.4735473482956,766.9,1100.0,14.0,6226.0599999999995,1100,9300.0,-3073.9400000000005,2,3,1,Flow30,0.6694688172043011,9,12.88888888888889,18.0,148.33333333333334,9.666666666666666,12.5,17.5,137.5,0,2,1286.5600000000006,11.0,6.5
buy,728.1518899114931,743.53,1100.0,14.0,3001.17,1100,2400.0,601.1699999999998,3,3,1,Flow30,1.2504875,10,6.2,12.0,191.0,21.1,5.5,12.5,225.0,3,5,1380.8699999999992,18.0,23.75
sell,728.1518899114931,749.92,1100.0,14.0,5632.45,1100,9300.0,-3667.55,3,3,1,Flow30,0.6056397849462365,14,12.0,17.642857142857142,133.57142857142858,15.642857142857142,12.333333333333334,17.333333333333332,233.33333333333334,3,5,1380.8699999999992,18.0,18.666666666666668
buy,806.929652631897,812.26,1100.0,14.0,2203.45,1100,2400.0,-196.55,4,3,1,Flow30,0.9181041666666666,9,6.444444444444445,13.333333333333334,238.88888888888889,22.0,6.5,14.0,250.0,0,4,1601.979999999998,16.0,22.5
sell,806.929652631897,813.99,1100.0,14.0,7092.549999999999,1100,9300.0,-2207.4500000000003,4,3,1,Flow30,0.7626397849462365,10,13.3,17.2,152.5,9.5,13.0,17.5,187.5,0,4,1601.979999999998,16.0,9.0
buy,867.6990818308259,877.06,1200.0,6.0,3574.55,1200,8800.0,-5225.45,5,3,2,Flow30,0.40619886363636365,8,5.0,9.25,201.25,19.0,4.0,9.5,250.0,1,3,1652.4499999999946,15.0,26.0
sell,867.6990818308259,883.49,1200.0,6.0,5312.39,1200,1900.0,3412.3900000000003,5,3,2,Flow30,2.7959947368421054,16,11.125,17.0,143.75,13.1875,13.0,20.0,250.0,1,3,1652.4499999999946,15.0,29.0
buy,859.8931337100631,799.3399999999999,1200.0,6.0,3288.84,1200,8800.0,-5511.160000000001,6,3,2,Flow30,0.3737318181818182,8,5.0,10.625,176.25,21.75,5.0,10.0,250.0,2,2,1606.1999999999998,11.0,26.0
sell,859.8931337100631,809.01,1200.0,6.0,5481.110000000001,1200,1900.0,3581.11,6,3,2,Flow30,2.8847947368421054,19,10.68421052631579,16.36842105263158,127.36842105263158,14.473684210526315,11.0,17.0,125.0,2,2,1606.1999999999998,11.0,13.0
buy,447.7328511134756,469.64,1200.0,6.0,2043.82,1200,8800.0,-6756.18,7,3,2,Flow30,0.23225227272727272,7,4.857142857142857,10.285714285714286,258.57142857142856,24.142857142857142,7.0,10.5,250.0,0,4,891.2700000000007,10.0,26.5
sell,447.7328511134756,468.55,1200.0,6.0,3719.55,1200,1900.0,1819.55,7,3,2,Flow30,1.9576578947368422,17,10.352941176470589,15.882352941176471,116.17647058823529,10.235294117647058,9.666666666666666,15.0,191.66666666666666,0,4,891.2700000000007,10.0,7.333333333333333
buy,624.7209027110207,627.74,1200.0,6.0,3111.1499999999996,1200,8800.0,-5688.85,8,3,2,Flow30,0.35353977272727266,6,3.0,8.833333333333334,289.5,22.666666666666668,5.333333333333333,8.666666666666666,400.0,0,3,1243.3599999999997,11.0,27.666666666666668
sell,624.7209027110207,626.39,1200.0,6.0,4315.969999999999,1200,1900.0,2415.97,8,3,2,Flow30,2.2715631578947364,11,10.181818181818182,16.09090909090909,112.27272727272727,7.0,9.5,16.5,168.75,0,3,1243.3599999999997,11.0,7.5
buy,925.8186785483591,969.7,1500.0,9.0,2596.49,1500,6900.0,-4303.51,9,3,3,Flow30,0.37630289855072463,12,6.166666666666667,10.166666666666666,160.83333333333334,22.666666666666668,9.333333333333334,12.333333333333334,266.6666666666667,3,7,1858.8999999999971,10.0,28.666666666666668
sell,925.8186785483591,984.62,1500.0,9.0,7288.14,1500,6300.0,988.1400000000001,9,3,3,Flow30,1.1568476190476191,14,10.142857142857142,15.214285714285714,147.14285714285714,15.071428571428571,10.0,12.5,100.0,3,7,1858.8999999999971,10.0,9.5
buy,1064.444922718078,1098.6100000000001,1500.0,9.0,4128.21,1500,6900.0,-2771.79,10,3,3,Flow30,0.5982913043478261,9,6.333333333333333,10.666666666666666,278.0,26.77777777777778,9.5,11.0,400.0,3,7,2136.989999999999,13.0,29.0
sell,1064.444922718078,1087.42,1500.0,9.0,7198.43,1500,6300.0,898.4300000000003,10,3,3,Flow30,1.1426079365079365,18,11.11111111111111,14.944444444444445,125.61111111111111,10.722222222222221,10.0,15.25,170.0,3,7,2136.989999999999,13.0,13.25
buy,1100.4271328962457,1123.09,1500.0,9.0,4572.5,1500,6900.0,-2327.5,11,3,3,Flow30,0.6626811594202898,8,7.0,10.25,236.625,26.375,9.0,10.0,400.0,2,6,2202.73,14.0,30.0
sell,1100.4271328962457,1130.36,1500.0,9.0,6858.3,1500,6300.0,558.3000000000004,11,3,3,Flow30,1.0886190476190476,12,11.25,14.166666666666666,150.0,9.583333333333334,10.0,14.5,243.75,2,6,2202.73,14.0,12.25
buy,1185.1571516450617,1204.77,1500.0,9.0,4779.47,1500,6900.0,-2120.53,12,3,3,Flow30,0.6926768115942029,11,7.363636363636363,10.272727272727273,164.0,27.454545454545453,8.5,11.0,200.0,2,10,2387.33,11.0,30.0
sell,1185.1571516450617,1226.14,1500.0,9.0,7305.07,1500,6300.0,1005.0699999999999,12,3,3,Flow30,1.1595349206349206,14,10.5,14.285714285714286,139.71428571428572,12.214285714285714,8.75,13.75,245.0,2,10,2387.33,11.0,13.25
buy,852.1114434965749,875.44,1200.0,6.0,4491.82,1200,8800.0,-4308.18,13,3,4,Flow30,0.5104340909090909,9,6.444444444444445,8.555555555555555,196.88888888888889,27.0,9.0,10.333333333333334,300.0,4,8,1708.98,13.0,30.0
sell,852.1114434965749,880.45,1200.0,6.0,4597.610000000001,1200,1900.0,2697.61,13,3,4,Flow30,2.4197947368421056,14,8.857142857142858,13.5,158.57142857142858,14.142857142857142,9.333333333333334,14.0,230.0,4,8,1708.98,13.0,17.0
buy,1061.0104656157848,1066.33,1200.0,6.0,4880.71,1200,8800.0,-3919.29,14,3,4,Flow30,0.5546261363636363,10,4.6,8.9,189.9,22.2,7.333333333333333,9.666666666666666,300.0,4,7,2108.1300000000006,9.0,30.0
sell,1061.0104656157848,1076.68,1200.0,6.0,5363.33,1200,1900.0,3463.33,14,3,4,Flow30,2.822805263157895,15,9.533333333333333,13.533333333333333,124.66666666666667,12.666666666666666,11.5,14.0,90.0,4,7,2108.1300000000006,9.0,7.5
buy,829.7822385192802,843.51,1200.0,6.0,5327.22,1200,8800.0,-3472.7799999999997,15,3,4,Flow30,0.6053659090909091,7,4.571428571428571,8.428571428571429,201.28571428571428,23.571428571428573,7.0,9.0,300.0,3,5,1656.1699999999983,9.0,24.0
sell,829.7822385192802,844.93,1200.0,6.0,4049.2,1200,1900.0,2149.2,15,3,4,Flow30,2.131157894736842,14,8.0,13.714285714285714,130.85714285714286,13.142857142857142,8.25,13.25,247.5,3,5,1656.1699999999983,9.0,16.25
buy,926.5154628489188,940.75,1200.0,6.0,5587.58,1200,8800.0,-3212.42,16,3,4,Flow30,0.6349522727272727,11,4.2727272727272725,8.363636363636363,254.54545454545453,22.0,7.333333333333333,8.666666666666666,400.0,3,7,1853.5899999999974,11.0,30.0
sell,926.5154628489188,949.03,1200.0,6.0,4271.17,1200,1900.0,2371.17,16,3,4,Flow30,2.2479842105263157,12,8.083333333333334,13.333333333333334,151.16666666666666,13.916666666666666,11.0,15.0,95.0,3,7,1853.5899999999974,11.0,9.0
buy,738.4292984436604,780.27,1100.0,14.0,2314.72,1100,2400.0,-85.28000000000009,17,3,5,Flow30,0.9644666666666666,13,6.153846153846154,11.23076923076923,264.7692307692308,21.53846153846154,10.5,13.0,350.0,5,8,1492.4,13.0,30.0
sell,738.4292984436604,767.2,1100.0,14.0,6424.799999999999,1100,9300.0,-2875.2,17,3,5,Flow30,0.6908387096774192,18,12.166666666666666,15.88888888888889,115.55555555555556,13.88888888888889,11.25,15.0,95.0,5,8,1492.4,13.0,13.0
buy,859.3067848727255,891.39,1100.0,14.0,2553.15,1100,2400.0,153.14999999999998,18,3,5,Flow30,1.0638125,12,8.416666666666666,12.666666666666666,185.08333333333334,26.0,8.0,12.666666666666666,266.6666666666667,3,9,1724.4900000000023,9.0,29.333333333333332
sell,859.3067848727255,906.0699999999999,1100.0,14.0,7322.7,1100,9300.0,-1977.3,18,3,5,Flow30,0.7873870967741935,15,12.066666666666666,16.066666666666666,116.66666666666667,12.2,11.666666666666666,14.333333333333334,193.33333333333334,3,9,1724.4900000000023,9.0,8.333333333333334
buy,843.9272409435247,870.3399999999999,1100.0,14.0,2615.73,1100,2400.0,215.72999999999996,19,3,5,Flow30,1.0898875,10,7.3,12.3,162.5,24.8,6.333333333333333,11.666666666666666,200.0,5,8,1681.1300000000008,9.0,21.666666666666668
sell,843.9272409435247,864.8399999999999,1100.0,14.0,7197.2300000000005,1100,9300.0,-2102.7699999999995,19,3,5,Flow30,0.7738956989247312,16,12.0625,15.8125,129.375,18.25,11.5,15.5,170.0,5,8,1681.1300000000008,9.0,17.75
buy,928.4855287612758,978.67,1100.0,14.0,3163.1,1100,2400.0,763.0999999999999,20,3,5,Flow30,1.3179583333333333,9,5.111111111111111,12.222222222222221,205.55555555555554,23.88888888888889,6.0,13.0,266.6666666666667,5,6,1866.2000000000003,11.0,19.666666666666668
sell,928.4855287612758,938.96,1100.0,14.0,7596.700000000001,1100,9300.0,-1703.3,20,3,5,Flow30,0.8168494623655915,13,12.23076923076923,16.23076923076923,129.23076923076923,20.46153846153846,12.0,15.75,170.0,5,6,1866.2000000000003,11.0,15.0
buy,654.2091546965787,646.03,1100.0,14.0,4046.58,1100,2400.0,1646.5800000000002,1,4,1,Flow30,1.686075,9,7.777777777777778,11.222222222222221,161.11111111111111,18.77777777777778,10.0,12.5,200.0,0,2,1281.4100000000017,17.0,16.5
sell,654.2091546965787,658.25,1100.0,14.0,4277.09,1100,9300.0,-5022.91,1,4,1,Flow30,0.45990215053763445,11,11.272727272727273,17.363636363636363,249.0909090909091,9.909090909090908,10.0,17.0,350.0,0,2,1281.4100000000017,17.0,9.0
buy,819.5814561124902,826.1600000000001,1100.0,14.0,3195.0200000000004,1100,2400.0,795.0200000000002,2,4,1,Flow30,1.3312583333333334,12,8.666666666666666,11.75,142.5,18.666666666666668,8.666666666666666,11.333333333333334,166.66666666666666,0,3,1624.9299999999967,12.0,20.0
sell,819.5814561124902,824.78,1100.0,14.0,6620.910000000001,1100,9300.0,-2679.0899999999997,2,4,1,Flow30,0.711925806451613,9,12.333333333333334,18.22222222222222,255.55555555555554,10.777777777777779,12.0,20.0,200.0,0,3,1624.9299999999967,12.0,3.0
buy,915.0035912334122,896.21,1100.0,14.0,4113.4,1100,2400.0,1713.4,3,4,1,Flow30,1.7139166666666665,16,8.625,11.125,121.875,20.9375,8.666666666666666,11.0,166.66666666666666,0,5,1813.3100000000027,14.0,21.0
sell,915.0035912334122,917.79,1100.0,14.0,6205.03,1100,9300.0,-3094.9700000000003,3,4,1,Flow30,0.6672075268817204,9,11.0,17.666666666666668,282.1111111111111,14.0,13.0,20.0,300.0,0,5,1813.3100000000027,14.0,11.5
buy,818.8661849293003,837.3599999999999,1100.0,14.0,3415.2,1100,2400.0,1015.1999999999998,4,4,1,Flow30,1.4229999999999998,10,9.5,13.0,150.0,24.9,10.333333333333334,13.0,200.0,0,5,1638.879999999996,10.0,25.0
sell,818.8661849293003,849.59,1100.0,14.0,6843.0199999999995,1100,9300.0,-2456.9800000000005,4,4,1,Flow30,0.7358086021505376,8,12.375,18.75,260.0,19.625,12.0,18.666666666666668,366.6666666666667,0,5,1638.879999999996,10.0,22.333333333333332
buy,914.570622658333,941.27,1200.0,6.0,6636.75,1200,8800.0,-2163.25,5,4,2,Flow30,0.7541761363636363,10,4.3,7.7,155.0,25.5,4.666666666666667,7.666666666666667,166.66666666666666,0,5,1828.109999999997,18.0,24.0
sell,914.570622658333,947.15,1200.0,6.0,3017.38,1200,1900.0,1117.3799999999999,5,4,2,Flow30,1.5880947368421052,10,5.7,16.9,238.0,15.9,6.333333333333333,17.0,300.0,0,5,1828.109999999997,18.0,18.666666666666668
buy,1187.0567771629094,1186.26,1200.0,6.0,7359.02,1200,8800.0,-1440.98,6,4,2,Flow30,0.8362522727272728,7,4.571428571428571,8.142857142857142,222.71428571428572,22.571428571428573,5.5,8.0,250.0,2,4,2361.94,13.0,23.0
sell,1187.0567771629094,1206.25,1200.0,6.0,3093.69,1200,1900.0,1193.69,6,4,2,Flow30,1.6282578947368422,9,6.333333333333333,16.11111111111111,238.88888888888889,21.333333333333332,4.0,20.0,250.0,2,4,2361.94,13.0,15.0
buy,1209.4336341156918,1235.45,1200.0,6.0,7036.33,1200,8800.0,-1763.67,7,4,2,Flow30,0.7995829545454546,10,4.1,7.2,210.4,23.5,5.333333333333333,8.0,266.6666666666667,3,6,2411.6300000000037,13.0,26.666666666666668
sell,1209.4336341156918,1227.85,1200.0,6.0,3480.25,1200,1900.0,1580.25,7,4,2,Flow30,1.8317105263157896,10,5.9,15.1,203.0,24.0,5.25,16.5,250.0,3,6,2411.6300000000037,13.0,24.25
buy,958.3892952768796,971.77,1200.0,6.0,6881.42,1200,8800.0,-1918.58,8,4,2,Flow30,0.7819795454545455,9,5.222222222222222,7.666666666666667,241.33333333333334,26.444444444444443,3.5,6.0,200.0,1,6,1911.64,12.0,30.0
